"Popolazione residente per età, sesso e stato civile al 1° gennaio 2020"
"Codice ripartizione";"Ripartizione";"Età";"Celibi";"Coniugati";"Divorziati";"Vedovi";"Uniti civilmente";"Maschi già in unione civile (per scioglimento unione)";"Maschi già in unione civile (per decesso del partner)";"Totale maschi";"Nubili";"Coniugate";"Divorziate";"Vedove";"Unite civilmente";"Femmine già in unione civile (per scioglimento unione)";"Femmine già in unione civile (per decesso del partner)";"Totale femmine";"Totale"
"3";"Centro";49;26594;62961;4942;381;109;2;1;94990;19937;68711;7668;1687;46;0;0;98049;193039
"3";"Centro";50;24756;65340;5445;432;95;0;1;96069;19472;71540;8184;1969;49;2;0;101216;197285
"3";"Centro";51;22971;65560;5504;506;117;1;1;94660;18331;71060;8471;2334;49;1;1;100247;194907
"3";"Centro";52;21298;66493;5932;592;113;1;2;94431;17356;72106;8754;2582;47;0;2;100847;195278
"3";"Centro";53;20415;68454;6409;707;122;0;0;96107;16133;72656;8736;2918;36;0;0;100479;196586
"3";"Centro";54;18709;70126;6422;785;126;0;3;96171;15472;72882;9036;3158;38;1;0;100587;196758
"3";"Centro";55;17538;71707;6767;912;110;0;3;97037;14348;75020;9310;3797;50;2;2;102529;199566
"3";"Centro";56;14992;67835;6411;1029;114;1;1;90383;12650;70843;8902;4043;53;1;1;96493;186876
"3";"Centro";57;13400;66072;6267;1003;84;0;2;86828;11555;67982;8308;4452;44;0;1;92342;179170
"3";"Centro";58;12253;65242;5997;1122;86;0;2;84702;10878;66942;8079;5049;37;0;1;90986;175688
"3";"Centro";59;10962;63536;5609;1282;93;0;1;81483;9909;64689;7723;5478;36;0;1;87836;169319
"3";"Centro";60;10118;61846;5341;1347;78;1;4;78735;9335;62989;7135;5953;28;0;1;85441;164176
"3";"Centro";61;9058;59275;4969;1455;102;0;4;74863;8576;60610;6903;6427;26;0;1;82543;157406
"3";"Centro";62;8321;58524;4785;1530;75;0;1;73236;7938;59314;6386;7095;22;1;0;80756;153992
"3";"Centro";63;7768;58086;4415;1839;60;1;0;72169;7280;58202;6047;7986;22;1;2;79540;151709
"3";"Centro";64;7079;56929;4172;1912;47;1;0;70140;6935;57078;5656;8373;18;0;2;78062;148202
"3";"Centro";65;6239;56227;3878;2020;48;0;0;68412;6468;55645;5398;9151;11;0;0;76673;145085
"3";"Centro";66;5877;53659;3412;2220;32;0;0;65200;5870;52169;4814;9673;17;0;0;72543;137743
"3";"Centro";67;5280;52608;3266;2363;37;0;1;63555;5415;50668;4566;10457;16;0;1;71123;134678
"3";"Centro";68;5137;52469;3034;2472;49;0;1;63162;4954;50056;4382;11478;18;0;0;70888;134050
"3";"Centro";69;4809;53773;3008;2869;44;1;1;64505;4952;50384;4311;12839;15;0;0;72501;137006
"3";"Centro";70;4561;54121;2838;3191;27;0;1;64739;4801;50137;3980;14458;8;0;0;73384;138123
"3";"Centro";71;4577;56540;2639;3743;29;0;0;67528;4870;52082;3826;16685;10;0;1;77474;145002
"3";"Centro";72;4279;55232;2447;4028;29;0;0;66015;4503;49401;3644;18344;7;1;0;75900;141915
"3";"Centro";73;3989;53354;2182;4382;31;0;1;63939;4412;47412;3509;19796;4;0;1;75134;139073
"3";"Centro";74;3023;41089;1632;3761;16;0;0;49521;3444;35673;2628;17263;6;0;0;59014;108535
"3";"Centro";75;2902;40331;1544;4042;25;0;1;48845;3522;33806;2403;19076;8;0;1;58816;107661
"3";"Centro";76;2816;40739;1364;4391;20;0;0;49330;3541;33784;2239;21046;4;0;0;60614;109944
"3";"Centro";77;2800;37773;1248;4547;28;0;2;46398;3429;30409;2069;21962;6;1;0;57876;104274
"3";"Centro";78;2718;37178;1151;4855;22;0;0;45924;3445;29241;1874;23988;7;0;2;58557;104481
"3";"Centro";79;2798;39609;1091;5829;20;0;0;49347;3769;29843;1959;29175;2;0;0;64748;114095
"3";"Centro";80;2688;37271;906;6081;6;0;1;46953;3488;26686;1609;30131;1;0;2;61917;108870
"3";"Centro";81;2392;34928;836;6353;8;0;0;44517;3386;23637;1438;31670;1;0;0;60132;104649
"3";"Centro";82;2068;29650;696;6016;3;0;0;38433;3132;19139;1169;30529;0;0;0;53969;92402
"3";"Centro";83;1710;25484;512;5842;5;0;0;33553;2916;15520;1024;29378;1;0;1;48840;82393
"3";"Centro";84;1683;23934;478;6143;6;0;0;32244;2830;13532;887;30717;1;0;0;47967;80211
"3";"Centro";85;1454;20412;396;5835;7;0;0;28104;2677;10786;724;29811;0;0;0;43998;72102
"3";"Centro";86;1200;17454;309;5614;7;0;0;24584;2374;8338;644;28656;0;0;0;40012;64596
"3";"Centro";87;1019;14193;206;5252;1;0;0;20671;2314;6474;501;26511;1;0;0;35801;56472
"3";"Centro";88;906;12398;184;5101;3;0;1;18593;2096;5045;480;26029;0;0;0;33650;52243
"3";"Centro";89;749;10133;146;5009;3;0;0;16040;2012;3978;417;25249;0;0;0;31656;47696
"3";"Centro";90;558;7515;107;4104;0;0;0;12284;1652;2527;330;20934;0;0;0;25443;37727
"3";"Centro";91;457;5557;69;3546;0;0;0;9629;1551;1820;227;18383;0;0;0;21981;31610
"3";"Centro";92;326;4134;54;3128;1;0;0;7643;1306;1302;186;15763;0;0;0;18557;26200
"3";"Centro";93;264;2864;38;2596;0;0;0;5762;1125;889;157;12948;0;0;0;15119;20881
"3";"Centro";94;176;1890;25;1946;0;0;0;4037;864;544;126;10403;0;0;1;11938;15975
"3";"Centro";95;151;1188;21;1641;0;0;0;3001;773;352;99;8000;0;0;0;9224;12225
"3";"Centro";96;90;806;9;1198;0;0;0;2103;519;242;52;6157;0;0;0;6970;9073
"3";"Centro";97;68;451;5;845;0;0;0;1369;368;162;53;4383;0;0;0;4966;6335
"3";"Centro";98;51;276;6;586;0;0;0;919;285;102;27;3274;0;0;0;3688;4607
"3";"Centro";99;39;181;2;383;0;0;0;605;197;46;18;2157;0;0;0;2418;3023
"3";"Centro";100;32;122;2;358;0;0;0;514;280;63;28;2301;0;0;0;2672;3186
"3";"Centro";999;2686126;2715228;162899;151048;3710;29;44;5719084;2360678;2770786;247257;731287;1934;34;32;6112008;11831092
"5";"Isole";0;23912;0;0;0;0;0;0;23912;22488;0;0;0;0;0;0;22488;46400
"5";"Isole";1;25010;0;0;0;0;0;0;25010;23660;0;0;0;0;0;0;23660;48670
"5";"Isole";2;26067;0;0;0;0;0;0;26067;24441;0;0;0;0;0;0;24441;50508
"5";"Isole";3;26159;0;0;0;0;0;0;26159;24853;0;0;0;0;0;0;24853;51012
"5";"Isole";4;27246;0;0;0;0;0;0;27246;25624;0;0;0;0;0;0;25624;52870
"5";"Isole";5;27885;0;0;0;0;0;0;27885;26339;0;0;0;0;0;0;26339;54224
"5";"Isole";6;27696;0;0;0;0;0;0;27696;26334;0;0;0;0;0;0;26334;54030
"5";"Isole";7;29041;0;0;0;0;0;0;29041;27707;0;0;0;0;0;0;27707;56748
"5";"Isole";8;29430;0;0;0;0;0;0;29430;28055;0;0;0;0;0;0;28055;57485
"5";"Isole";9;30445;0;0;0;0;0;0;30445;29001;0;0;0;0;0;0;29001;59446
"5";"Isole";10;31213;0;0;0;0;0;0;31213;29271;0;0;0;0;0;0;29271;60484
"5";"Isole";11;31531;0;0;0;0;0;0;31531;29858;0;0;0;0;0;0;29858;61389
"5";"Isole";12;31264;0;0;0;0;0;0;31264;29797;0;0;0;0;0;0;29797;61061
"5";"Isole";13;32313;0;0;0;0;0;0;32313;29829;0;0;0;0;0;0;29829;62142
"5";"Isole";14;32628;0;0;0;0;0;0;32628;30547;0;0;0;0;0;0;30547;63175
"5";"Isole";15;32979;2;1;1;0;0;0;32983;30906;1;0;2;0;0;0;30909;63892
"5";"Isole";16;33098;0;3;1;0;0;0;33102;31265;1;1;1;0;0;0;31268;64370
"5";"Isole";17;33122;0;0;3;0;0;0;33125;31300;6;0;1;0;0;0;31307;64432
"5";"Isole";18;34428;6;2;0;1;0;0;34437;31765;54;0;1;1;0;0;31821;66258
"5";"Isole";19;36224;26;4;2;0;0;0;36256;31970;213;0;1;0;0;0;32184;68440
"5";"Isole";20;36293;70;3;2;0;0;0;36368;32261;406;2;5;0;0;0;32674;69042
"5";"Isole";21;35530;112;6;2;0;0;0;35650;31403;772;3;3;0;0;0;32181;67831
"5";"Isole";22;35322;281;2;2;2;0;0;35609;31161;1221;7;0;2;0;0;32391;68000
"5";"Isole";23;35143;499;5;1;2;0;0;35650;31041;1845;12;1;1;0;0;32900;68550
"5";"Isole";24;35056;867;3;0;3;0;0;35929;30613;2745;14;4;2;0;0;33378;69307
"5";"Isole";25;35126;1348;5;1;5;0;0;36485;30063;3941;31;5;3;0;0;34043;70528
"5";"Isole";26;34998;2152;12;5;5;0;0;37172;29772;5567;59;12;8;0;0;35418;72590
"5";"Isole";27;35385;3186;21;1;3;0;0;38596;29256;7439;65;12;7;0;0;36779;75375
"5";"Isole";28;33601;4576;35;5;6;2;0;38225;26691;9596;112;15;5;0;0;36419;74644
"5";"Isole";29;32447;6008;63;6;7;0;0;38531;25274;11583;144;21;12;0;0;37034;75565
"5";"Isole";30;30518;7764;81;5;10;0;0;38378;23145;13753;198;31;14;0;0;37141;75519
"5";"Isole";31;28950;9597;105;7;17;0;0;38676;21129;15928;222;49;14;1;0;37343;76019
"5";"Isole";32;26492;11246;119;10;6;0;0;37873;19077;17365;316;41;13;0;0;36812;74685
"5";"Isole";33;24537;13203;155;17;12;0;0;37924;17396;18950;403;64;12;0;0;36825;74749
"5";"Isole";34;23189;14895;214;14;10;1;0;38323;16109;20910;513;72;16;0;0;37620;75943
"5";"Isole";35;21992;16729;311;16;16;0;0;39064;15175;22394;681;110;6;0;0;38366;77430
"5";"Isole";36;20327;18094;353;26;16;0;0;38816;13822;23683;727;115;8;2;0;38357;77173
"5";"Isole";37;19835;20029;436;24;16;0;0;40340;13146;25579;876;160;19;0;0;39780;80120
"5";"Isole";38;18449;21117;484;33;19;1;0;40103;12282;26706;984;188;16;0;0;40176;80279
"5";"Isole";39;17842;23379;576;37;21;0;0;41855;11750;28294;1131;218;14;0;0;41407;83262
"5";"Isole";40;16824;24246;713;65;19;0;0;41867;11237;29533;1253;243;14;0;0;42280;84147
"5";"Isole";41;16908;26258;813;68;11;1;0;44059;10949;31176;1476;313;11;0;0;43925;87984
"5";"Isole";42;16058;27415;984;67;18;0;0;44542;10587;32267;1576;370;12;1;0;44813;89355
"5";"Isole";43;15953;29324;1168;83;8;0;0;46536;10524;34199;1798;450;9;0;0;46980;93516
"5";"Isole";44;15526;31112;1231;119;28;1;0;48017;10302;35718;1969;504;19;0;0;48512;96529
"5";"Isole";45;15335;32908;1438;128;19;0;0;49828;10208;37354;2148;674;13;0;0;50397;100225
"5";"Isole";46;14028;33305;1498;170;19;1;0;49021;9385;37389;2332;763;11;0;0;49880;98901
"5";"Isole";47;13385;33726;1637;180;26;0;0;48954;8944;37775;2429;884;4;0;0;50036;98990
"5";"Isole";48;12227;34798;1737;193;22;0;0;48977;8738;39246;2490;934;11;0;0;51419;100396
"5";"Isole";49;11372;35110;1827;219;13;0;0;48541;8238;38837;2589;1108;12;1;0;50785;99326
"5";"Isole";50;11095;36863;2008;310;15;0;0;50291;8033;40277;2623;1306;5;2;0;52246;102537
"5";"Isole";51;10031;36779;1977;317;18;1;0;49123;7677;39755;2816;1472;4;0;0;51724;100847
"5";"Isole";52;9681;37973;2030;375;21;0;0;50080;7396;40511;2747;1683;5;1;0;52343;102423
"5";"Isole";53;9031;38225;2042;399;21;0;0;49718;7288;40485;2783;1832;5;0;0;52393;102111
"5";"Isole";54;8324;38438;2082;428;16;0;0;49288;7041;40210;2747;2145;2;1;0;52146;101434
"5";"Isole";55;8093;39744;2284;499;22;0;0;50642;6757;41248;2771;2498;2;0;1;53277;103919
"5";"Isole";56;6962;38000;2086;569;13;2;1;47633;6435;39252;2552;2669;3;0;1;50912;98545
"5";"Isole";57;6410;37820;2083;626;19;1;0;46959;6066;38996;2485;3072;3;0;0;50622;97581
"5";"Isole";58;6108;37015;1911;680;12;0;0;45726;5710;38178;2401;3202;4;0;0;49495;95221
"5";"Isole";59;5524;37192;1854;733;8;0;0;45311;5568;37552;2260;3721;3;0;0;49104;94415
"5";"Isole";60;5203;35708;1757;782;14;0;0;43464;5042;35516;2220;4039;0;0;1;46818;90282
"5";"Isole";61;4846;34736;1572;855;7;0;0;42016;4756;34399;2080;4428;1;0;0;45664;87680
"5";"Isole";62;4507;34713;1578;929;18;1;0;41746;4720;34138;1946;4877;4;0;0;45685;87431
"5";"Isole";63;4127;34071;1442;970;17;2;0;40629;4430;33221;1757;5235;4;0;0;44647;85276
"5";"Isole";64;3907;33988;1441;1118;11;1;0;40466;4273;32112;1646;5670;2;1;0;43704;84170
"5";"Isole";65;3609;33620;1316;1259;10;0;0;39814;4208;31663;1655;6391;1;0;0;43918;83732
"5";"Isole";66;3240;31384;1251;1214;8;0;0;37097;3851;28748;1578;6366;0;0;0;40543;77640
"5";"Isole";67;3136;30750;1097;1339;3;1;0;36326;3721;28107;1410;6962;1;0;0;40201;76527
"5";"Isole";68;2866;30508;1083;1373;5;0;0;35835;3577;26973;1293;7615;1;0;0;39459;75294
"5";"Isole";69;2767;31008;996;1660;3;0;0;36434;3740;26637;1396;8601;1;0;1;40376;76810
"5";"Isole";70;2588;30696;907;1702;4;0;1;35898;3403;26124;1145;9481;1;0;0;40154;76052
"5";"Isole";71;2560;31114;924;1962;6;0;1;36567;3621;25971;1143;10504;0;0;1;41240;77807
"5";"Isole";72;2335;30170;849;2046;1;0;1;35402;3394;24204;1042;11543;1;0;0;40184;75586
"5";"Isole";73;2022;27256;747;2076;2;0;0;32103;3163;21259;941;11492;1;0;0;36856;68959
"5";"Isole";74;1749;23277;537;1920;2;0;0;27485;2855;17663;733;10651;0;0;0;31902;59387
"5";"Isole";75;1639;21728;493;2025;6;0;0;25891;2724;16105;706;11240;0;0;1;30776;56667
"5";"Isole";76;1403;19959;461;2192;2;0;0;24017;2634;14608;594;11705;0;0;0;29541;53558
"5";"Isole";77;1400;19415;383;2298;0;0;0;23496;2534;13593;547;12655;0;1;0;29330;52826
"5";"Isole";78;1267;18219;360;2398;1;0;0;22245;2599;12174;535;13242;0;0;1;28551;50796
"5";"Isole";79;1433;19585;383;2876;0;0;0;24277;2800;12625;547;15935;0;0;0;31907;56184
"5";"Isole";80;1268;18096;316;2947;1;0;0;22628;2628;10790;467;15860;0;0;0;29745;52373
"5";"Isole";81;1090;15990;253;2872;0;0;0;20205;2494;9023;421;15756;0;0;0;27694;47899
"5";"Isole";82;965;13489;196;2781;1;0;0;17432;2314;7294;345;14697;0;0;0;24650;42082
"5";"Isole";83;843;12301;170;2806;0;0;0;16120;2254;6052;306;14684;0;0;0;23296;39416
"5";"Isole";84;747;10812;157;2829;2;0;0;14547;2177;5036;256;14666;0;0;0;22135;36682
"5";"Isole";85;731;9818;120;3045;1;0;0;13715;1973;4203;256;14819;1;0;1;21253;34968
"5";"Isole";86;607;8562;101;2964;1;0;0;12235;1918;3291;216;14064;0;0;0;19489;31724
"5";"Isole";87;505;6630;79;2717;0;0;0;9931;1769;2447;167;12686;0;0;1;17070;27001
"5";"Isole";88;415;5540;52;2532;1;0;1;8541;1572;1837;152;11676;0;0;0;15237;23778
"5";"Isole";89;419;4727;49;2534;1;0;0;7730;1543;1431;146;11529;0;0;0;14649;22379
"5";"Isole";90;291;3300;40;1960;0;0;0;5591;1272;944;83;9140;1;0;0;11440;17031
"5";"Isole";91;233;2567;26;1690;0;0;0;4516;1139;691;106;7845;0;0;0;9781;14297
"5";"Isole";92;179;1853;26;1363;0;0;0;3421;887;431;64;6170;0;0;0;7552;10973
"5";"Isole";93;150;1286;14;1179;0;0;0;2629;756;307;52;5297;0;0;0;6412;9041
"5";"Isole";94;110;842;10;873;0;0;0;1835;588;183;35;4011;0;0;0;4817;6652
"5";"Isole";95;74;555;4;728;1;0;0;1362;470;152;29;3289;0;0;0;3940;5302
"5";"Isole";96;65;349;3;517;0;0;0;934;308;93;13;2199;0;0;0;2613;3547
"5";"Isole";97;31;217;3;399;0;0;0;650;237;63;12;1682;0;0;0;1994;2644
"5";"Isole";98;28;150;3;241;0;0;0;422;139;36;12;1093;0;0;0;1280;1702
"5";"Isole";99;30;73;3;154;0;0;0;260;111;28;6;812;0;0;0;957;1217
"5";"Isole";100;18;94;2;189;0;0;0;303;157;29;6;995;0;0;0;1187;1490
"5";"Isole";999;1477001;1550593;57606;76763;654;16;5;3162638;1291410;1559111;80810;392577;345;11;9;3324273;6486911
"2";"Nord-est";0;41617;0;0;0;0;0;0;41617;39490;0;0;0;0;0;0;39490;81107
"2";"Nord-est";1;44199;0;0;0;0;0;0;44199;41510;0;0;0;0;0;0;41510;85709
"2";"Nord-est";2;45881;0;0;0;0;0;0;45881;43042;0;0;0;0;0;0;43042;88923
"2";"Nord-est";3;47474;0;0;0;0;0;0;47474;44908;0;0;0;0;0;0;44908;92382
"2";"Nord-est";4;48603;0;0;0;0;0;0;48603;46283;0;0;0;0;0;0;46283;94886
"2";"Nord-est";5;50248;0;0;0;0;0;0;50248;47714;0;0;0;0;0;0;47714;97962
"2";"Nord-est";6;51359;0;0;0;0;0;0;51359;48689;0;0;0;0;0;0;48689;100048
"2";"Nord-est";7;53517;0;0;0;0;0;0;53517;50416;0;0;0;0;0;0;50416;103933
"2";"Nord-est";8;54308;0;0;0;0;0;0;54308;51429;0;0;0;0;0;0;51429;105737
"2";"Nord-est";9;56285;0;0;0;0;0;0;56285;52785;0;0;0;0;0;0;52785;109070
"2";"Nord-est";10;56796;0;0;0;0;0;0;56796;53638;0;0;0;0;0;0;53638;110434
"2";"Nord-est";11;57386;0;0;0;0;0;0;57386;54030;0;0;0;0;0;0;54030;111416
"2";"Nord-est";12;56991;0;0;0;0;0;0;56991;53712;0;0;0;0;0;0;53712;110703
"2";"Nord-est";13;56861;0;0;0;0;0;0;56861;53580;0;0;0;0;0;0;53580;110441
"2";"Nord-est";14;56645;0;0;0;0;0;0;56645;52822;0;0;0;0;0;0;52822;109467
"2";"Nord-est";15;56574;0;0;0;0;0;0;56574;53330;0;0;0;0;0;0;53330;109904
"2";"Nord-est";16;55688;2;0;0;0;0;0;55690;52041;0;0;0;0;0;0;52041;107731
"2";"Nord-est";17;55667;1;0;0;0;0;0;55668;51640;4;0;0;0;0;0;51644;107312
"2";"Nord-est";18;56228;9;0;0;0;0;0;56237;51606;67;0;0;0;0;0;51673;107910
"2";"Nord-est";19;58054;31;3;0;1;0;0;58089;53013;362;2;0;0;0;0;53377;111466
"2";"Nord-est";20;57041;82;3;6;0;0;0;57132;51831;783;9;0;3;0;0;52626;109758
"2";"Nord-est";21;58483;207;1;4;3;0;0;58698;51038;1376;13;2;0;0;0;52429;111127
"2";"Nord-est";22;57817;370;5;3;4;0;1;58200;50680;2102;12;1;3;1;0;52799;110999
"2";"Nord-est";23;57191;685;10;2;9;1;0;57898;49756;3042;27;2;7;0;0;52834;110732
"2";"Nord-est";24;56285;1201;14;1;16;0;0;57517;47530;4314;56;7;8;1;0;51916;109433
"2";"Nord-est";25;55466;1812;36;4;10;0;0;57328;47361;5891;72;11;6;2;0;53343;110671
"2";"Nord-est";26;54601;2896;27;4;21;1;0;57550;46316;7682;158;12;13;0;0;54181;111731
"2";"Nord-est";27;55905;4331;55;4;22;0;0;60317;46139;10529;199;24;20;2;0;56913;117230
"2";"Nord-est";28;54008;6130;100;6;20;0;0;60264;43795;13489;254;27;20;0;0;57585;117849
"2";"Nord-est";29;53071;8516;122;2;36;0;0;61747;41600;16828;326;39;16;0;0;58809;120556
"2";"Nord-est";30;49497;11116;192;9;33;0;1;60848;38493;20041;531;41;52;2;0;59160;120008
"2";"Nord-est";31;47760;13804;270;7;37;1;0;61879;35922;23687;658;62;36;3;0;60368;122247
"2";"Nord-est";32;43539;16458;315;11;51;1;0;60375;32746;25873;778;60;49;2;0;59508;119883
"2";"Nord-est";33;41249;19001;433;16;69;1;0;60769;30606;28802;1021;85;43;2;0;60559;121328
"2";"Nord-est";34;40836;21956;554;20;44;0;0;63410;29901;31874;1296;115;59;2;1;63248;126658
"2";"Nord-est";35;38785;24854;666;17;54;2;0;64378;28120;33980;1494;140;44;0;0;63778;128156
"2";"Nord-est";36;37395;27509;831;28;64;2;0;65829;27374;35702;1759;165;54;0;0;65054;130883
"2";"Nord-est";37;36347;30348;1070;26;51;0;0;67842;26768;38679;2192;241;58;0;0;67938;135780
"2";"Nord-est";38;35061;32510;1325;57;60;0;0;69013;25541;40155;2316;240;49;0;0;68301;137314
"2";"Nord-est";39;34812;35155;1481;51;72;1;0;71572;24709;42212;2787;315;47;1;0;70071;141643
"2";"Nord-est";40;34428;37225;1797;59;67;0;2;73578;24844;44860;3226;357;44;0;0;73331;146909
"2";"Nord-est";41;35666;40698;2205;83;70;0;2;78724;25897;47996;3752;446;40;1;0;78132;156856
"2";"Nord-est";42;35150;43283;2493;89;75;1;0;81091;25361;50862;4366;524;46;1;0;81160;162251
"2";"Nord-est";43;35432;46609;2881;131;83;1;2;85139;25261;54012;5008;610;55;1;0;84947;170086
"2";"Nord-est";44;35561;50327;3532;170;95;4;1;89690;25269;57543;5695;718;55;0;0;89280;178970
"2";"Nord-est";45;36410;54466;3942;201;104;0;1;95124;25713;61054;6250;960;43;1;1;94022;189146
"2";"Nord-est";46;34073;55448;4535;233;85;1;0;94375;24253;62017;6756;971;64;1;0;94062;188437
"2";"Nord-est";47;32735;58069;4842;279;98;3;0;96026;23017;63129;7202;1226;55;0;0;94629;190655
"2";"Nord-est";48;31278;59549;5368;323;102;1;0;96621;22104;64894;7775;1334;59;1;1;96168;192789
"2";"Nord-est";49;28910;60778;5705;354;103;1;0;95851;20717;65310;8284;1495;36;0;1;95843;191694
"2";"Nord-est";50;27712;63512;6387;400;92;0;0;98103;19775;67190;8540;1768;53;1;0;97327;195430
"2";"Nord-est";51;25892;64186;6457;478;83;0;0;97096;18574;67268;8827;2028;36;0;2;96735;193831
"2";"Nord-est";52;24053;65080;6888;579;76;1;3;96680;17746;67774;9019;2237;31;0;3;96810;193490
"2";"Nord-est";53;23113;66590;7069;638;99;1;0;97510;16870;68832;9341;2618;34;2;1;97698;195208
"2";"Nord-est";54;21310;67719;7397;725;85;0;0;97236;15755;69097;9383;2988;37;0;2;97262;194498
