"Popolazione residente per età, sesso e stato civile al 1° gennaio 2021"
"Codice ripartizione";"Ripartizione";"Età";"Celibi";"Coniugati";"Divorziati";"Vedovi";"Uniti civilmente";"Maschi già in unione civile (per scioglimento unione)";"Maschi già in unione civile (per decesso del partner)";"Totale maschi";"Nubili";"Coniugate";"Divorziate";"Vedove";"Unite civilmente";"Femmine già in unione civile (per scioglimento unione)";"Femmine già in unione civile (per decesso del partner)";"Totale femmine";"Totale"
"3";"Centro";26;56055;1655;25;1;12;0;0;57748;48604;5083;73;8;15;0;0;53783;111531
"3";"Centro";27;55883;2481;28;4;20;1;0;58417;47774;6944;113;10;21;2;0;54864;113281
"3";"Centro";28;57118;3794;64;7;25;0;0;61008;48047;9548;155;18;19;3;1;57791;118799
"3";"Centro";29;54864;5597;89;4;31;1;0;60586;45305;11929;240;24;15;3;0;57516;118102
"3";"Centro";30;54577;7985;141;1;37;1;0;62742;44036;15254;349;45;27;1;1;59713;122455
"3";"Centro";31;51438;10312;174;9;48;0;0;61981;41287;18572;474;50;37;1;0;60421;122402
"3";"Centro";32;50484;13376;249;14;52;1;0;64176;39401;22804;614;69;62;4;0;62954;127130
"3";"Centro";33;46662;15908;296;8;72;1;0;62947;36224;25219;766;85;62;2;0;62358;125305
"3";"Centro";34;43860;18815;416;15;60;3;0;63169;33877;28125;1007;102;47;2;1;63161;126330
"3";"Centro";35;43013;22070;586;15;79;4;0;65767;33189;31612;1218;121;73;3;0;66216;131983
"3";"Centro";36;41121;25938;707;39;81;0;1;67887;31515;34389;1415;152;67;1;0;67539;135426
"3";"Centro";37;39986;28901;843;41;79;4;1;69855;30313;37307;1706;180;61;2;1;69570;139425
"3";"Centro";38;38736;32280;1024;51;96;0;1;72188;29727;40130;2014;227;84;1;0;72183;144371
"3";"Centro";39;36660;34537;1168;47;90;1;0;72503;28245;42475;2405;276;66;1;0;73468;145971
"3";"Centro";40;35362;37516;1471;59;88;0;0;74496;27119;44819;2665;357;65;5;0;75030;149526
"3";"Centro";41;34741;40131;1819;77;98;2;0;76868;26822;47888;3239;487;65;2;0;78503;155371
"3";"Centro";42;35299;43520;2096;127;93;3;1;81139;27211;51485;3889;553;74;3;1;83216;164355
"3";"Centro";43;34483;46153;2428;124;107;3;0;83298;26296;54186;4360;644;75;1;1;85563;168861
"3";"Centro";44;33814;49487;2889;149;113;3;1;86456;26191;57646;4723;755;77;0;0;89392;175848
"3";"Centro";45;33968;53177;3290;225;122;1;0;90783;26169;61558;5586;892;79;3;0;94287;185070
"3";"Centro";46;33588;56589;3705;232;125;7;4;94250;25607;65264;6161;1079;87;0;0;98198;192448
"3";"Centro";47;31130;58412;4059;284;129;0;1;94015;24305;65972;6659;1205;78;0;0;98219;192234
"3";"Centro";48;29537;60369;4537;328;120;1;0;94892;22575;67754;7121;1413;73;1;0;98937;193829
"3";"Centro";49;27584;62172;4955;349;125;2;2;95189;21432;69127;7744;1613;55;1;1;99973;195162
"3";"Centro";50;25790;63199;5200;437;120;1;1;94748;19527;68549;8000;1864;51;1;0;97992;192740
"3";"Centro";51;23991;65416;5740;491;108;0;2;95748;19021;71359;8399;2161;58;2;0;101000;196748
"3";"Centro";52;22231;65581;5780;565;126;2;1;94286;17877;70664;8715;2527;55;1;0;99839;194125
"3";"Centro";53;20631;66510;6168;655;134;1;2;94101;16883;71580;9026;2813;48;0;2;100352;194453
"3";"Centro";54;19695;68343;6614;780;144;0;0;95576;15738;72105;8977;3167;39;0;1;100027;195603
"3";"Centro";55;18023;69886;6691;870;140;0;3;95613;15036;72284;9236;3437;46;0;0;100039;195652
"3";"Centro";56;16914;71389;6946;989;129;0;3;96370;13981;74278;9488;4118;54;3;2;101924;198294
"3";"Centro";57;14428;67452;6576;1121;124;3;1;89705;12315;70149;9035;4363;55;1;1;95919;185624
"3";"Centro";58;12901;65589;6371;1092;90;2;2;86047;11204;67197;8364;4781;42;0;1;91589;177636
"3";"Centro";59;11692;64700;6042;1206;105;0;2;83747;10612;65972;8135;5462;36;0;1;90218;173965
"3";"Centro";60;10448;62933;5634;1397;99;0;1;80512;9617;63795;7749;5927;41;0;0;87129;167641
"3";"Centro";61;9664;61220;5351;1440;84;1;4;77764;9010;61882;7171;6431;27;0;1;84522;162286
"3";"Centro";62;8658;58582;4938;1559;110;0;4;73851;8225;59486;6872;6858;28;0;1;81470;155321
"3";"Centro";63;7873;57763;4762;1606;77;1;1;72083;7671;58186;6332;7661;26;0;0;79876;151959
"3";"Centro";64;7378;57261;4381;1945;65;1;0;71031;6993;57015;6001;8513;24;0;2;78548;149579
"3";"Centro";65;6686;56155;4129;2056;54;0;0;69080;6654;55840;5577;8971;18;0;2;77062;146142
"3";"Centro";66;5929;55165;3847;2160;56;0;0;67157;6184;54446;5338;9766;16;0;0;75750;142907
"3";"Centro";67;5530;52670;3350;2362;37;0;0;63949;5602;50906;4712;10262;19;0;0;71501;135450
"3";"Centro";68;5057;51976;3267;2521;40;0;1;62862;5246;49508;4547;11091;16;0;1;70409;133271
"3";"Centro";69;4975;51665;3012;2673;56;0;1;62382;4814;48717;4374;12321;19;0;0;70245;132627
"3";"Centro";70;4622;52930;2971;3052;47;2;1;63625;4813;48971;4297;13780;18;0;0;71879;135504
"3";"Centro";71;4367;53140;2809;3461;32;0;1;63810;4658;48595;3934;15460;12;0;0;72659;136469
"3";"Centro";72;4367;55470;2594;3995;30;0;0;66456;4735;50225;3781;17871;9;1;1;76623;143079
"3";"Centro";73;4078;53898;2446;4320;34;0;0;64776;4344;47565;3610;19565;8;1;0;75093;139869
"3";"Centro";74;3806;51846;2137;4705;32;0;1;62527;4273;45309;3467;21112;6;0;1;74168;136695
"3";"Centro";75;2852;39791;1614;4033;18;0;0;48308;3310;33983;2574;18226;6;0;0;58099;106407
"3";"Centro";76;2757;38897;1494;4287;20;0;2;47457;3402;31947;2353;20104;8;0;1;57815;105272
"3";"Centro";77;2667;39088;1303;4648;21;0;0;47727;3399;31682;2184;22185;4;0;0;59454;107181
"3";"Centro";78;2626;36056;1195;4809;28;0;2;44716;3267;28314;2009;23047;5;1;1;56644;101360
"3";"Centro";79;2536;35365;1070;5125;21;0;0;44117;3283;27044;1827;25008;7;0;2;57171;101288
"3";"Centro";80;2606;37428;1038;6096;21;0;0;47189;3621;27263;1881;30209;3;0;0;62977;110166
"3";"Centro";81;2462;34937;829;6303;7;0;1;44539;3313;24142;1553;30906;2;0;1;59917;104456
"3";"Centro";82;2177;32437;778;6498;6;0;0;41896;3193;21041;1352;32362;1;0;0;57949;99845
"3";"Centro";83;1857;27191;657;6163;5;0;0;35873;2937;16794;1115;30917;0;0;0;51763;87636
"3";"Centro";84;1523;23062;471;5917;5;0;0;30978;2702;13376;970;29285;1;0;1;46335;77313
"3";"Centro";85;1492;21419;430;6177;4;0;2;29524;2612;11457;836;30285;1;0;0;45191;74715
"3";"Centro";86;1256;17948;346;5713;7;0;0;25270;2444;8929;664;28942;0;0;0;40979;66249
"3";"Centro";87;1034;15051;281;5454;6;0;0;21826;2149;6766;574;27358;0;0;0;36847;58673
"3";"Centro";88;853;11963;182;5013;1;0;0;18012;2050;5174;449;24849;0;0;0;32522;50534
"3";"Centro";89;743;10234;153;4790;2;0;1;15923;1844;3859;410;23869;0;0;0;29982;45905
"3";"Centro";90;597;8152;125;4488;4;0;0;13366;1757;2949;366;22667;0;0;0;27739;41105
"3";"Centro";91;446;5879;78;3661;0;0;0;10064;1354;1809;275;18407;0;0;0;21845;31909
"3";"Centro";92;345;4230;55;3034;0;0;0;7664;1294;1297;186;15686;0;0;0;18463;26127
"3";"Centro";93;239;2984;39;2597;1;0;0;5860;1050;879;158;13166;0;0;0;15253;21113
"3";"Centro";94;179;2009;27;2073;0;0;0;4288;892;592;128;10447;0;0;0;12059;16347
"3";"Centro";95;121;1271;20;1446;0;0;0;2858;666;352;102;8143;0;0;0;9263;12121
"3";"Centro";96;106;761;17;1231;0;0;0;2115;590;221;72;6104;0;0;0;6987;9102
"3";"Centro";97;51;514;4;868;0;0;0;1437;368;152;41;4527;0;0;0;5088;6525
"3";"Centro";98;40;282;4;607;0;0;0;933;264;109;42;3113;0;0;0;3528;4461
"3";"Centro";99;29;160;4;395;0;0;0;588;202;61;19;2254;0;0;0;2536;3124
"3";"Centro";100;43;172;4;426;0;0;0;645;296;73;24;2735;0;0;0;3128;3773
"3";"Centro";999;2698431;2681699;167066;151532;4180;53;53;5703014;2373043;2731009;252121;725463;2215;57;30;6083938;11786952
"5";"Isole";0;23560;0;0;0;0;0;0;23560;22070;0;0;0;0;0;0;22070;45630
"5";"Isole";1;24450;0;0;0;0;0;0;24450;23029;0;0;0;0;0;0;23029;47479
"5";"Isole";2;25522;0;0;0;0;0;0;25522;24159;0;0;0;0;0;0;24159;49681
"5";"Isole";3;26592;0;0;0;0;0;0;26592;24929;0;0;0;0;0;0;24929;51521
"5";"Isole";4;26765;0;0;0;0;0;0;26765;25440;0;0;0;0;0;0;25440;52205
"5";"Isole";5;27954;0;0;0;0;0;0;27954;26258;0;0;0;0;0;0;26258;54212
"5";"Isole";6;28188;0;0;0;0;0;0;28188;26579;0;0;0;0;0;0;26579;54767
"5";"Isole";7;28121;0;0;0;0;0;0;28121;26633;0;0;0;0;0;0;26633;54754
"5";"Isole";8;29332;0;0;0;0;0;0;29332;27991;0;0;0;0;0;0;27991;57323
"5";"Isole";9;29940;0;0;0;0;0;0;29940;28524;0;0;0;0;0;0;28524;58464
"5";"Isole";10;30785;0;0;0;0;0;0;30785;29352;0;0;0;0;0;0;29352;60137
"5";"Isole";11;31617;0;0;0;0;0;0;31617;29646;0;0;0;0;0;0;29646;61263
"5";"Isole";12;31880;0;0;0;0;0;0;31880;30239;0;0;0;0;0;0;30239;62119
"5";"Isole";13;31678;0;0;0;0;0;0;31678;30163;0;0;0;0;0;0;30163;61841
"5";"Isole";14;32739;0;0;0;0;0;0;32739;30176;0;0;0;0;0;0;30176;62915
"5";"Isole";15;33015;0;0;0;0;0;0;33015;30880;0;0;0;0;0;0;30880;63895
"5";"Isole";16;33197;4;1;1;0;0;0;33203;31025;1;1;2;0;0;0;31029;64232
"5";"Isole";17;33324;0;1;1;0;0;0;33326;31173;2;1;1;0;0;0;31177;64503
"5";"Isole";18;33197;2;0;3;0;0;0;33202;31097;47;0;1;0;0;0;31145;64347
"5";"Isole";19;34203;9;2;0;1;0;0;34215;31370;126;0;1;1;0;0;31498;65713
"5";"Isole";20;35523;55;3;2;1;0;0;35584;31478;320;0;1;0;0;0;31799;67383
"5";"Isole";21;35078;102;2;2;0;0;0;35184;31175;578;1;5;0;0;0;31759;66943
"5";"Isole";22;34008;178;3;2;0;0;0;34191;30304;970;2;3;0;0;0;31279;65470
"5";"Isole";23;33696;381;3;2;2;0;0;34084;29913;1501;10;0;2;0;0;31426;65510
"5";"Isole";24;33476;635;4;2;1;0;0;34118;29693;2165;13;1;1;0;0;31873;65991
"5";"Isole";25;33053;1081;4;0;2;0;0;34140;29034;3227;19;5;3;0;0;32288;66428
"5";"Isole";26;32862;1624;7;1;5;0;0;34499;28202;4517;31;6;3;0;0;32759;67258
"5";"Isole";27;32493;2522;20;4;10;0;0;35049;27749;6232;85;12;9;1;0;34088;69137
"5";"Isole";28;32665;3698;29;1;3;0;0;36396;27191;8117;91;14;9;0;0;35422;71818
"5";"Isole";29;31108;5068;51;4;10;1;0;36242;24833;10231;138;19;5;2;0;35228;71470
"5";"Isole";30;29751;6671;80;5;9;0;0;36516;23388;12257;185;22;13;0;0;35865;72381
"5";"Isole";31;28051;8355;94;7;11;0;0;36518;21368;14385;251;40;15;0;0;36059;72577
"5";"Isole";32;26632;10175;127;7;17;1;0;36959;19504;16481;283;59;17;1;0;36345;73304
"5";"Isole";33;24389;11799;144;13;8;0;0;36353;17715;17821;381;56;14;0;0;35987;72340
"5";"Isole";34;22507;13715;203;16;16;1;0;36458;16215;19347;470;76;12;0;1;36121;72579
"5";"Isole";35;21362;15351;274;19;14;0;0;37020;15049;21275;586;85;18;2;0;37015;74035
"5";"Isole";36;20353;17155;379;20;19;1;0;37927;14230;22743;773;115;10;1;0;37872;75799
"5";"Isole";37;18940;18446;399;29;18;0;0;37832;13024;24000;809;131;7;2;0;37973;75805
"5";"Isole";38;18441;20370;507;25;19;1;0;39363;12419;25823;994;183;20;0;1;39440;78803
"5";"Isole";39;17305;21420;543;36;20;2;0;39326;11658;26992;1098;210;23;0;0;39981;79307
"5";"Isole";40;16724;23736;635;46;22;0;0;41163;11146;28469;1276;238;16;0;0;41145;82308
"5";"Isole";41;15862;24475;803;71;24;0;0;41235;10758;29645;1398;274;15;0;0;42090;83325
"5";"Isole";42;15991;26428;890;82;14;1;0;43406;10531;31310;1608;336;15;0;0;43800;87206
"5";"Isole";43;15168;27589;1115;77;22;1;0;43972;10131;32344;1732;405;14;1;0;44627;88599
"5";"Isole";44;15173;29487;1274;94;8;0;0;46036;10118;34225;1934;479;10;1;0;46767;92803
"5";"Isole";45;14837;31232;1362;133;34;3;0;47601;9877;35654;2142;550;20;0;0;48243;95844
"5";"Isole";46;14559;32981;1579;139;19;0;0;49277;9848;37278;2278;751;13;0;0;50168;99445
"5";"Isole";47;13405;33308;1640;182;21;1;0;48557;9009;37221;2510;846;14;1;0;49601;98158
"5";"Isole";48;12760;33737;1760;201;29;0;0;48487;8651;37556;2555;951;8;0;0;49721;98208
"5";"Isole";49;11724;34684;1874;226;28;0;0;48536;8458;38984;2647;1028;9;1;0;51127;99663
"5";"Isole";50;10875;34942;1979;241;14;0;0;48051;8006;38564;2733;1206;16;1;0;50526;98577
"5";"Isole";51;10621;36766;2177;333;21;0;0;49918;7723;39823;2816;1424;5;2;0;51793;101711
"5";"Isole";52;9530;36622;2083;355;20;1;0;48611;7426;39302;2930;1597;6;0;0;51261;99872
"5";"Isole";53;9273;37757;2178;423;22;0;0;49653;7130;40064;2818;1830;8;1;0;51851;101504
"5";"Isole";54;8628;37932;2189;435;24;0;0;49208;7067;39960;2872;1990;6;0;0;51895;101103
"5";"Isole";55;7914;38118;2218;471;19;0;0;48740;6826;39661;2857;2338;4;1;0;51687;100427
"5";"Isole";56;7697;39535;2365;556;22;0;0;50175;6513;40611;2885;2665;4;0;1;52679;102854
"5";"Isole";57;6640;37766;2179;625;18;2;1;47231;6198;38749;2618;2909;5;0;1;50480;97711
"5";"Isole";58;6090;37603;2140;666;21;1;0;46521;5856;38417;2549;3310;4;0;0;50136;96657
"5";"Isole";59;5813;36673;1982;730;12;0;0;45210;5504;37632;2436;3478;4;0;0;49054;94264
"5";"Isole";60;5278;36948;1880;816;11;0;0;44933;5366;36968;2285;4016;3;0;0;48638;93571
"5";"Isole";61;4951;35382;1803;878;15;0;0;43029;4891;34997;2229;4352;0;0;0;46469;89498
"5";"Isole";62;4568;34386;1602;926;7;0;0;41489;4606;33825;2084;4770;1;0;0;45286;86775
"5";"Isole";63;4243;34381;1623;972;19;1;0;41239;4548;33599;1954;5294;4;0;0;45399;86638
"5";"Isole";64;3918;33667;1462;1062;17;2;0;40128;4269;32699;1743;5683;4;0;0;44398;84526
"5";"Isole";65;3692;33595;1462;1204;13;1;0;39967;4104;31584;1654;6171;2;1;0;43516;83483
"5";"Isole";66;3410;33248;1350;1344;10;0;0;39362;4048;31170;1664;6849;1;0;0;43732;83094
"5";"Isole";67;3061;30978;1267;1329;10;0;0;36645;3721;28229;1575;6838;0;0;0;40363;77008
"5";"Isole";68;3005;30584;1132;1455;3;1;0;36180;3651;27653;1426;7543;1;0;0;40274;76454
"5";"Isole";69;2784;30257;1090;1509;5;0;0;35645;3553;26486;1320;8157;1;0;0;39517;75162
"5";"Isole";70;2673;30666;1025;1803;3;0;0;36170;3687;26090;1409;9228;1;0;1;40416;76586
"5";"Isole";71;2465;30302;922;1860;4;0;1;35554;3346;25434;1155;10190;1;0;0;40126;75680
"5";"Isole";72;2472;30666;924;2125;6;0;1;36194;3550;25191;1160;11279;0;0;1;41181;77375
"5";"Isole";73;2225;29607;853;2201;1;0;1;34888;3364;23311;1064;12349;1;0;0;40089;74977
"5";"Isole";74;1916;26623;745;2233;4;0;0;31521;3123;20402;935;12214;3;0;0;36677;68198
"5";"Isole";75;1663;22709;527;2071;3;0;0;26973;2793;16763;732;11397;0;0;0;31685;58658
"5";"Isole";76;1538;21045;495;2151;6;0;0;25235;2666;15192;696;11951;0;0;1;30506;55741
"5";"Isole";77;1322;19234;450;2305;2;0;0;23313;2571;13722;582;12272;0;0;0;29147;52460
"5";"Isole";78;1289;18637;367;2435;0;0;0;22728;2464;12633;535;13233;0;1;0;28866;51594
"5";"Isole";79;1181;17424;339;2475;1;0;0;21420;2508;11248;531;13754;0;0;1;28042;49462
"5";"Isole";80;1318;18549;357;2982;0;0;0;23206;2711;11465;533;16499;0;0;0;31208;54414
"5";"Isole";81;1157;17079;294;3033;2;0;0;21565;2526;9706;448;16207;1;0;0;28888;50453
"5";"Isole";82;980;14871;241;2959;0;0;0;19051;2376;8032;410;15958;0;0;0;26776;45827
"5";"Isole";83;879;12381;181;2795;1;0;0;16237;2205;6358;324;14698;0;0;0;23585;39822
"5";"Isole";84;740;11174;149;2815;0;0;0;14878;2122;5199;293;14499;0;0;0;22113;36991
"5";"Isole";85;636;9647;143;2841;1;0;0;13268;2016;4199;227;14375;0;0;0;20817;34085
"5";"Isole";86;632;8666;106;2964;1;0;0;12369;1818;3467;245;14194;1;0;0;19725;32094
"5";"Isole";87;537;7444;88;2836;1;0;0;10906;1730;2629;198;13259;0;0;0;17816;28722
"5";"Isole";88;418;5604;72;2570;0;0;0;8664;1574;1932;156;11768;0;0;0;15430;24094
"5";"Isole";89;334;4570;41;2431;1;0;1;7378;1395;1380;140;10648;0;0;0;13563;20941
"5";"Isole";90;327;3814;46;2309;1;0;0;6497;1325;1057;128;10310;0;0;0;12820;19317
"5";"Isole";91;226;2621;35;1706;0;0;0;4588;1111;670;70;7956;1;0;0;9808;14396
"5";"Isole";92;179;1948;19;1476;0;0;0;3622;935;500;91;6662;0;0;0;8188;11810
"5";"Isole";93;128;1366;19;1131;0;0;0;2644;711;284;56;5155;0;0;0;6206;8850
"5";"Isole";94;103;883;12;958;0;0;0;1956;618;191;44;4234;0;0;0;5087;7043
"5";"Isole";95;83;570;5;688;0;0;0;1346;445;115;28;3163;0;0;0;3751;5097
"5";"Isole";96;46;371;0;525;1;0;0;943;340;97;23;2507;0;0;0;2967;3910
"5";"Isole";97;41;203;1;389;0;0;0;634;221;48;10;1671;0;0;0;1950;2584
"5";"Isole";98;18;128;3;289;0;0;0;438;175;42;7;1197;0;0;0;1421;1859
"5";"Isole";99;18;86;2;171;0;0;0;277;106;26;9;764;0;0;0;905;1182
"5";"Isole";100;34;100;2;222;0;0;0;358;184;35;7;1156;0;0;0;1382;1740
"5";"Isole";999;1453524;1532601;60436;77532;749;22;5;3124869;1281124;1539255;83996;394073;404;20;8;3298880;6423749
"2";"Nord-est";0;40905;0;0;0;0;0;0;40905;38448;0;0;0;0;0;0;38448;79353
"2";"Nord-est";1;42201;0;0;0;0;0;0;42201;39963;0;0;0;0;0;0;39963;82164
"2";"Nord-est";2;44716;0;0;0;0;0;0;44716;41897;0;0;0;0;0;0;41897;86613
"2";"Nord-est";3;46334;0;0;0;0;0;0;46334;43449;0;0;0;0;0;0;43449;89783
"2";"Nord-est";4;47947;0;0;0;0;0;0;47947;45477;0;0;0;0;0;0;45477;93424
"2";"Nord-est";5;49077;0;0;0;0;0;0;49077;46796;0;0;0;0;0;0;46796;95873
"2";"Nord-est";6;50265;0;0;0;0;0;0;50265;47646;0;0;0;0;0;0;47646;97911
"2";"Nord-est";7;51477;0;0;0;0;0;0;51477;48726;0;0;0;0;0;0;48726;100203
"2";"Nord-est";8;53550;0;0;0;0;0;0;53550;50421;0;0;0;0;0;0;50421;103971
"2";"Nord-est";9;54332;0;0;0;0;0;0;54332;51446;0;0;0;0;0;0;51446;105778
"2";"Nord-est";10;56307;0;0;0;0;0;0;56307;52717;0;0;0;0;0;0;52717;109024
"2";"Nord-est";11;56899;0;0;0;0;0;0;56899;53624;0;0;0;0;0;0;53624;110523
"2";"Nord-est";12;57517;0;0;0;0;0;0;57517;54059;0;0;0;0;0;0;54059;111576
"2";"Nord-est";13;57137;0;0;0;0;0;0;57137;53791;0;0;0;0;0;0;53791;110928
"2";"Nord-est";14;56927;0;0;0;0;0;0;56927;53697;0;0;0;0;0;0;53697;110624
"2";"Nord-est";15;56839;0;0;0;0;0;0;56839;52890;0;0;0;0;0;0;52890;109729
"2";"Nord-est";16;56734;1;0;0;0;0;0;56735;53362;5;0;0;0;0;0;53367;110102
"2";"Nord-est";17;55810;2;0;0;0;0;0;55812;52043;5;0;0;0;0;0;52048;107860
"2";"Nord-est";18;55929;4;0;0;0;0;0;55933;51599;40;1;0;0;0;0;51640;107573
"2";"Nord-est";19;56999;21;0;0;0;0;0;57020;51760;207;1;0;0;0;0;51968;108988
"2";"Nord-est";20;59064;52;5;0;1;1;0;59123;53231;617;4;0;0;0;0;53852;112975
"2";"Nord-est";21;58123;175;3;7;0;0;0;58308;52255;1271;13;2;3;0;0;53544;111852
"2";"Nord-est";22;59747;375;5;4;4;0;0;60135;51589;1993;20;3;0;0;0;53605;113740
"2";"Nord-est";23;59087;606;7;6;6;1;1;59714;51041;2817;23;1;5;1;0;53888;113602
"2";"Nord-est";24;58310;1008;14;2;11;1;0;59346;49895;3928;46;4;9;1;0;53883;113229
"2";"Nord-est";25;56885;1888;21;1;21;0;0;58816;47171;5588;80;11;7;2;0;52859;111675
"2";"Nord-est";26;55942;2607;41;5;12;0;0;58607;46700;7214;109;11;6;3;0;54043;112650
"2";"Nord-est";27;54805;3864;45;5;26;2;0;58747;45410;9124;194;14;15;0;0;54757;113504
"2";"Nord-est";28;55998;5484;83;3;26;0;0;61594;44983;12092;274;26;26;2;0;57403;118997
"2";"Nord-est";29;53593;7382;135;7;31;1;0;61149;42613;15105;309;27;26;0;0;58080;119229
"2";"Nord-est";30;52347;10213;187;3;52;1;0;62803;40267;18294;432;51;20;2;0;59066;121869
"2";"Nord-est";31;48605;12864;240;11;39;0;1;61760;37162;21486;631;43;58;4;0;59384;121144
"2";"Nord-est";32;46971;15420;329;8;46;1;1;62776;34773;24956;801;71;49;4;0;60654;123430
"2";"Nord-est";33;42626;18094;408;11;59;2;0;61200;31686;27006;933;70;68;3;0;59766;120966
"2";"Nord-est";34;40525;20362;536;14;78;1;0;61516;29687;29695;1149;98;48;3;0;60680;122196
"2";"Nord-est";35;39775;23415;695;21;52;0;0;63958;28905;32739;1468;142;72;4;1;63331;127289
"2";"Nord-est";36;37833;26221;769;23;65;2;0;64913;27307;34727;1707;166;52;0;0;63959;128872
"2";"Nord-est";37;36604;28765;983;31;74;2;0;66459;26585;36282;1993;201;67;0;0;65128;131587
"2";"Nord-est";38;35616;31487;1213;34;56;1;0;68407;26115;39201;2388;275;65;1;0;68045;136452
"2";"Nord-est";39;34357;33570;1471;65;66;1;0;69530;24875;40430;2573;285;55;1;0;68219;137749
"2";"Nord-est";40;34154;36149;1662;64;76;3;1;72109;24155;42516;3092;346;52;2;0;70163;142272
"2";"Nord-est";41;33677;38159;2014;63;72;2;2;73989;24248;45218;3540;401;47;1;0;73455;147444
"2";"Nord-est";42;35030;41547;2425;98;86;0;2;79188;25400;48149;4095;500;52;1;0;78197;157385
"2";"Nord-est";43;34567;44014;2749;104;90;3;0;81527;24909;51075;4656;584;49;2;0;81275;162802
"2";"Nord-est";44;34882;47148;3207;148;94;1;2;85482;24803;54112;5396;674;61;1;0;85047;170529
"2";"Nord-est";45;34862;50938;3845;182;106;3;1;89937;24782;57690;6050;795;62;1;0;89380;179317
"2";"Nord-est";46;35718;54878;4298;236;114;1;1;95246;25237;61028;6639;1064;51;3;1;94023;189269
"2";"Nord-est";47;33276;55893;4885;256;91;2;0;94403;23836;61904;7151;1083;71;1;0;94046;188449
"2";"Nord-est";48;32134;58295;5189;304;103;3;1;96029;22610;63007;7618;1353;59;0;0;94647;190676
"2";"Nord-est";49;30669;59743;5691;362;108;2;0;96575;21706;64738;8216;1474;65;1;1;96201;192776
"2";"Nord-est";50;28284;60869;6025;405;118;1;0;95702;20309;65083;8650;1632;43;0;1;95718;191420
"2";"Nord-est";51;27077;63635;6735;448;104;1;0;98000;19365;66933;8878;1933;54;1;0;97164;195164
"2";"Nord-est";52;25285;64172;6712;524;95;0;0;96788;18244;66904;9149;2218;41;0;2;96558;193346
"2";"Nord-est";53;23492;64963;7190;629;89;1;3;96367;17366;67334;9305;2455;38;0;3;96501;192868
"2";"Nord-est";54;22462;66413;7392;704;98;1;0;97070;16526;68280;9605;2836;38;3;2;97290;194360
