"Popolazione residente per età, sesso e stato civile al 1° gennaio 2023"
"Codice ripartizione";"Ripartizione";"Età";"Celibi";"Coniugati";"Divorziati";"Vedovi";"Uniti civilmente";"Maschi già in unione civile (per scioglimento unione)";"Maschi già in unione civile (per decesso del partner)";"Totale maschi";"Nubili";"Coniugate";"Divorziate";"Vedove";"Unite civilmente";"Femmine già in unione civile (per scioglimento unione)";"Femmine già in unione civile (per decesso del partner)";"Totale femmine";"Totale"
"2";"Nord-est";55;23364;63593;8016;813;117;2;7;95912;17094;65887;10163;3369;50;1;1;96565;192477
"2";"Nord-est";56;22221;65132;8135;930;132;2;0;96552;16264;66836;10329;3873;44;3;1;97350;193902
"2";"Nord-est";57;20536;66147;8427;1019;119;1;2;96251;15183;66791;10326;4288;51;0;1;96640;192891
"2";"Nord-est";58;19108;67571;8566;1156;106;1;2;96510;14499;68523;10539;4806;37;4;0;98408;194918
"2";"Nord-est";59;16681;64142;7988;1163;116;0;2;90092;13071;64738;9558;4937;38;0;0;92342;182434
"2";"Nord-est";60;14730;62047;7658;1343;103;0;3;85884;11706;62555;9045;5580;26;2;0;88914;174798
"2";"Nord-est";61;13592;61086;7220;1567;104;2;0;83571;10797;61166;8790;6380;34;1;2;87170;170741
"2";"Nord-est";62;12102;59202;6711;1615;93;2;5;79730;9576;58509;8281;6862;26;3;1;83258;162988
"2";"Nord-est";63;11019;58550;6491;1783;82;0;1;77926;9152;57532;7422;7519;27;0;1;81653;159579
"2";"Nord-est";64;9801;55300;5816;1837;75;1;1;72831;8194;54289;6859;8110;21;0;0;77473;150304
"2";"Nord-est";65;9153;54307;5365;1974;72;1;1;70873;7639;53287;6556;8633;26;0;0;76141;147014
"2";"Nord-est";66;8193;53715;5126;2245;59;0;1;69339;6949;51926;6093;9696;14;0;1;74679;144018
"2";"Nord-est";67;7451;51779;4602;2354;54;2;1;66243;6356;49594;5618;10086;20;1;0;71675;137918
"2";"Nord-est";68;6827;50513;4158;2576;50;0;1;64125;5687;48114;5279;11076;16;0;1;70173;134298
"2";"Nord-est";69;6152;49122;3719;2676;30;0;1;61700;5239;45990;4816;11570;12;0;0;67627;129327
"2";"Nord-est";70;5754;47452;3427;2985;47;0;3;59668;4896;45253;4290;12644;9;1;0;67093;126761
"2";"Nord-est";71;5465;46934;3183;3137;43;0;4;58766;4422;43280;4082;13405;10;0;1;65200;123966
"2";"Nord-est";72;5314;48234;3117;3496;28;0;3;60192;4392;44689;4053;15458;12;0;0;68604;128796
"2";"Nord-est";73;4825;48027;2902;3889;25;2;5;59675;4170;42705;3685;16886;5;0;0;67451;127126
"2";"Nord-est";74;4933;49307;2678;4334;27;1;2;61282;4144;43332;3622;19063;9;0;0;70170;131452
"2";"Nord-est";75;4541;47718;2389;4688;21;1;0;59358;3931;40549;3334;20682;2;0;1;68499;127857
"2";"Nord-est";76;4530;48824;2236;5334;22;1;1;60948;4010;41019;3087;23689;5;0;0;71810;132758
"2";"Nord-est";77;2926;32418;1531;4023;15;0;0;40913;2719;26866;2140;17978;4;0;0;49707;90620
"2";"Nord-est";78;3252;36420;1494;4816;7;0;1;45990;3122;28688;2011;22346;2;0;0;56169;102159
"2";"Nord-est";79;3222;35115;1293;5278;14;1;0;44923;3142;26977;1991;23843;0;1;0;55954;100877
"2";"Nord-est";80;3046;32613;1224;5336;18;0;1;42238;3222;24382;1802;25028;3;0;0;54437;96675
"2";"Nord-est";81;2975;31293;1090;5862;17;1;0;41238;3120;22004;1585;26897;0;0;1;53607;94845
"2";"Nord-est";82;2954;30835;940;6501;4;0;0;41234;3213;21022;1477;30168;3;0;0;55883;97117
"2";"Nord-est";83;2634;28674;747;6476;5;0;2;38538;3094;18035;1328;30600;0;0;0;53057;91595
"2";"Nord-est";84;2281;25236;642;6454;4;0;1;34618;2889;14959;1135;31012;0;0;0;49995;84613
"2";"Nord-est";85;1873;20797;506;6122;3;0;0;29301;2590;11055;895;28686;1;0;0;43227;72528
"2";"Nord-est";86;1584;16528;375;5501;3;0;0;23991;2332;8464;688;27099;0;0;0;38583;62574
"2";"Nord-est";87;1435;14983;306;5471;4;0;0;22199;2188;6763;605;27224;0;1;1;36782;58981
"2";"Nord-est";88;1177;12185;261;5128;1;0;0;18752;2106;5136;507;25538;0;0;0;33287;52039
"2";"Nord-est";89;898;9461;184;4501;1;0;0;15045;1895;3534;397;22467;0;0;0;28293;43338
"2";"Nord-est";90;750;7173;136;4027;0;0;0;12086;1617;2544;308;20460;0;0;0;24929;37015
"2";"Nord-est";91;594;5722;91;3559;0;0;0;9966;1546;1799;236;17986;0;0;0;21567;31533
"2";"Nord-est";92;495;4244;86;3132;0;0;1;7958;1399;1310;225;16493;0;0;0;19427;27385
"2";"Nord-est";93;342;2810;44;2396;0;0;0;5592;1070;743;154;12795;0;0;0;14762;20354
"2";"Nord-est";94;267;1946;38;1877;1;0;0;4129;881;469;96;10336;0;0;0;11782;15911
"2";"Nord-est";95;162;1272;24;1496;0;0;0;2954;739;304;95;8357;0;0;0;9495;12449
"2";"Nord-est";96;101;715;9;1043;0;0;0;1868;558;176;54;6271;0;0;0;7059;8927
"2";"Nord-est";97;67;421;6;736;0;0;0;1230;475;101;45;4575;0;0;0;5196;6426
"2";"Nord-est";98;51;258;6;538;0;0;0;853;314;53;29;3150;0;0;0;3546;4399
"2";"Nord-est";99;26;139;7;343;0;0;0;515;219;26;20;2209;0;0;0;2474;2989
"2";"Nord-est";100;38;159;3;444;0;0;0;644;347;36;16;3372;0;0;0;3771;4415
"2";"Nord-est";999;2778931;2529826;205716;150044;4384;118;72;5669091;2354251;2552606;281930;697854;2630;138;22;5889431;11558522
"1";"Nord-ovest";0;53133;0;0;0;0;0;0;53133;49907;0;0;0;0;0;0;49907;103040
"1";"Nord-ovest";1;54528;0;0;0;0;0;0;54528;51763;0;0;0;0;0;0;51763;106291
"1";"Nord-ovest";2;55440;0;0;0;0;0;0;55440;52580;0;0;0;0;0;0;52580;108020
"1";"Nord-ovest";3;57921;0;0;0;0;0;0;57921;55387;0;0;0;0;0;0;55387;113308
"1";"Nord-ovest";4;60442;0;0;0;0;0;0;60442;57419;0;0;0;0;0;0;57419;117861
"1";"Nord-ovest";5;63620;0;0;0;0;0;0;63620;60053;0;0;0;0;0;0;60053;123673
"1";"Nord-ovest";6;65564;0;0;0;0;0;0;65564;62421;0;0;0;0;0;0;62421;127985
"1";"Nord-ovest";7;68232;0;0;0;0;0;0;68232;63689;0;0;0;0;0;0;63689;131921
"1";"Nord-ovest";8;69634;0;0;0;0;0;0;69634;66207;0;0;0;0;0;0;66207;135841
"1";"Nord-ovest";9;71315;0;0;0;0;0;0;71315;66857;0;0;0;0;0;0;66857;138172
"1";"Nord-ovest";10;73725;0;0;0;0;0;0;73725;69644;0;0;0;0;0;0;69644;143369
"1";"Nord-ovest";11;75055;0;0;0;0;0;0;75055;70205;0;0;0;0;0;0;70205;145260
"1";"Nord-ovest";12;77138;0;0;0;0;0;0;77138;72168;0;0;0;0;0;0;72168;149306
"1";"Nord-ovest";13;78755;0;0;0;0;0;0;78755;74508;0;0;0;0;0;0;74508;153263
"1";"Nord-ovest";14;79325;0;0;0;0;0;0;79325;74700;0;0;0;0;0;0;74700;154025
"1";"Nord-ovest";15;78815;0;0;0;0;0;0;78815;73697;0;0;0;0;0;0;73697;152512
"1";"Nord-ovest";16;79022;2;1;1;0;0;0;79026;73682;5;1;0;0;0;0;73688;152714
"1";"Nord-ovest";17;77851;2;0;1;0;0;0;77854;72362;1;2;0;0;0;0;72365;150219
"1";"Nord-ovest";18;78336;6;3;0;0;0;0;78345;73162;36;3;0;0;0;0;73201;151546
"1";"Nord-ovest";19;77759;19;4;0;1;0;0;77783;71034;205;2;0;1;0;0;71242;149025
"1";"Nord-ovest";20;77307;45;2;1;2;0;0;77357;70502;473;7;0;0;0;0;70982;148339
"1";"Nord-ovest";21;78519;153;42;0;4;0;0;78718;71061;1047;43;0;2;0;0;72153;150871
"1";"Nord-ovest";22;81173;254;41;0;4;0;0;81472;71547;1901;55;2;9;0;0;73514;154986
"1";"Nord-ovest";23;80784;603;63;1;8;0;0;81459;69727;2749;85;8;8;3;0;72580;154039
"1";"Nord-ovest";24;82247;978;98;0;19;2;0;83344;69194;3953;74;4;16;1;0;73242;156586
"1";"Nord-ovest";25;80685;1525;80;0;20;2;0;82312;68499;5643;114;2;23;4;0;74285;156597
"1";"Nord-ovest";26;79905;2458;105;2;46;1;0;82517;66964;7654;171;13;38;2;0;74842;157359
"1";"Nord-ovest";27;77651;3812;112;3;45;0;0;81623;64693;10079;241;13;44;2;0;75072;156695
"1";"Nord-ovest";28;76250;5484;161;1;68;6;0;81970;62564;13796;354;34;52;3;0;76803;158773
"1";"Nord-ovest";29;74793;8026;207;3;77;3;0;83109;60877;17283;441;26;92;4;0;78723;161832
"1";"Nord-ovest";30;74915;11217;260;6;88;6;0;86492;58810;21814;592;40;77;8;0;81341;167833
"1";"Nord-ovest";31;70707;14570;374;58;104;0;0;85813;55300;26082;786;101;119;5;0;82393;168206
"1";"Nord-ovest";32;68784;18428;506;57;128;7;1;87911;52095;30571;1160;106;123;8;0;84063;171974
"1";"Nord-ovest";33;63963;22233;632;94;140;10;0;87072;48671;34170;1339;133;122;12;0;84447;171519
"1";"Nord-ovest";34;62052;26730;811;86;176;8;1;89864;45652;38636;1659;192;150;6;0;86295;176159
"1";"Nord-ovest";35;56403;29660;1000;64;192;9;0;87328;40770;41563;1990;207;150;8;0;84688;172016
"1";"Nord-ovest";36;53108;33035;1284;93;200;8;2;87730;38194;43920;2646;324;138;5;1;85228;172958
"1";"Nord-ovest";37;51698;36358;1612;80;194;7;1;89950;37029;47135;3216;419;139;8;0;87946;177896
"1";"Nord-ovest";38;49326;39889;1806;105;132;6;0;91264;35417;49712;3515;425;162;11;1;89243;180507
"1";"Nord-ovest";39;47506;43460;2243;114;184;8;1;93516;34450;52379;4029;528;148;5;0;91539;185055
"1";"Nord-ovest";40;46470;47272;2533;116;173;9;0;96573;33423;55911;4521;591;132;10;0;94588;191161
"1";"Nord-ovest";41;44605;48768;3105;311;187;10;1;96987;32120;57063;5172;883;128;8;1;95375;192362
"1";"Nord-ovest";42;43539;51353;3292;342;175;6;1;98708;30982;59396;5886;918;131;7;1;97321;196029
"1";"Nord-ovest";43;42462;54318;3775;372;206;11;1;101145;30281;62108;6279;1045;128;6;0;99847;200992
"1";"Nord-ovest";44;43669;58568;4477;400;185;3;3;107305;30798;66613;7386;1176;121;5;0;106099;213404
"1";"Nord-ovest";45;43906;62332;5093;393;220;8;3;111955;30960;70359;8274;1302;150;5;0;111050;223005
"1";"Nord-ovest";46;44168;65986;5917;455;203;1;3;116733;30537;74297;9054;1639;120;8;1;115656;232389
"1";"Nord-ovest";47;44972;71516;6754;492;236;1;3;123974;31157;79619;10464;1890;152;4;1;123287;247261
"1";"Nord-ovest";48;44648;75498;7799;551;276;6;3;128781;30504;83210;11329;2032;129;8;2;127214;255995
"1";"Nord-ovest";49;42285;77252;8274;586;244;2;3;128646;29181;84137;11901;2234;119;5;0;127577;256223
"1";"Nord-ovest";50;40523;80463;8930;689;224;6;4;130839;27693;86275;12783;2532;116;3;1;129403;260242
"1";"Nord-ovest";51;38618;82149;9606;727;242;7;5;131354;25838;87745;13150;3088;112;7;1;129941;261295
"1";"Nord-ovest";52;35703;83331;9819;776;238;3;7;129877;24308;87892;13772;3421;110;6;0;129509;259386
"1";"Nord-ovest";53;34331;86740;10722;875;243;6;1;132918;23764;91281;14396;3853;86;2;1;133383;266301
"1";"Nord-ovest";54;32533;87828;10851;1015;267;12;4;132510;21966;91328;14501;4353;100;6;0;132254;264764
"1";"Nord-ovest";55;30429;88087;11238;1057;237;2;2;131052;21222;91542;14777;4887;98;3;1;132530;263582
"1";"Nord-ovest";56;29031;91270;11778;1471;227;6;3;133786;19931;93764;14824;5456;78;1;0;134054;267840
"1";"Nord-ovest";57;26842;91527;12139;1498;259;4;5;132274;19015;93598;14905;6213;80;3;2;133816;266090
"1";"Nord-ovest";58;24624;93488;12120;1674;214;3;3;132126;17973;94080;14918;6741;73;1;1;133787;265913
"1";"Nord-ovest";59;21315;87841;11112;1747;201;2;6;122224;15716;88866;13848;7292;66;1;1;125790;248014
"1";"Nord-ovest";60;18870;83889;10453;1925;196;1;3;115337;14316;84996;12842;8091;64;1;1;120311;235648
"1";"Nord-ovest";61;17217;82592;9988;2125;187;1;7;112117;13080;82884;12057;9139;56;1;1;117218;229335
"1";"Nord-ovest";62;15311;80554;9180;2300;141;0;6;107492;11999;79795;11382;10062;57;0;0;113295;220787
"1";"Nord-ovest";63;14090;78598;8696;2418;141;1;6;103950;10978;77756;10643;10769;46;1;2;110195;214145
"1";"Nord-ovest";64;12842;75553;7907;2695;136;2;1;99136;9983;73968;9790;11558;41;2;5;105347;204483
"1";"Nord-ovest";65;11843;74586;7614;2790;105;1;1;96940;9417;72652;9188;12554;48;1;0;103860;200800
"1";"Nord-ovest";66;10650;73436;6962;3242;96;0;9;94395;8548;70678;8695;13727;32;0;1;101681;196076
"1";"Nord-ovest";67;9745;70884;6332;3398;101;1;2;90463;7943;68869;7986;14934;26;0;1;99759;190222
"1";"Nord-ovest";68;9216;69640;5888;3739;78;3;3;88567;7351;66491;7401;16150;27;1;1;97422;185989
"1";"Nord-ovest";69;8391;67590;5225;4002;78;0;7;85293;6708;63313;6685;17084;17;0;1;93808;179101
"1";"Nord-ovest";70;8017;66307;4957;4213;77;2;0;83573;6574;62010;6289;18306;24;0;3;93206;176779
"1";"Nord-ovest";71;7408;64888;4430;4537;57;1;4;81325;6057;60899;5826;20038;17;0;1;92838;174163
"1";"Nord-ovest";72;7437;67383;4187;5240;63;1;5;84316;6067;61808;5590;22681;16;0;3;96165;180481
"1";"Nord-ovest";73;6934;67377;3818;5666;57;0;5;83857;5893;60311;5377;25086;15;0;0;96682;180539
"1";"Nord-ovest";74;6790;69036;3746;6477;66;0;3;86118;6011;60535;5321;28616;15;0;1;100499;186617
"1";"Nord-ovest";75;6056;66436;3402;6783;56;0;5;82738;5710;56703;4908;30245;13;0;1;97580;180318
"1";"Nord-ovest";76;5747;65288;3176;7511;44;0;2;81768;5470;54449;4725;33322;8;0;0;97974;179742
"1";"Nord-ovest";77;4163;46681;2094;6013;28;0;1;58980;4107;37586;3096;27351;8;0;0;72148;131128
"1";"Nord-ovest";78;4200;48469;2000;6920;35;0;2;61626;4320;38449;3127;31458;9;1;0;77364;138990
"1";"Nord-ovest";79;3927;45568;1658;7151;25;1;1;58331;4343;35478;2859;33289;2;0;0;75971;134302
"1";"Nord-ovest";80;3939;44292;1575;7644;24;0;1;57475;4318;33074;2769;35927;6;0;0;76094;133569
"1";"Nord-ovest";81;3805;42324;1428;8322;26;0;1;55906;4467;30798;2471;38829;1;0;0;76566;132472
"1";"Nord-ovest";82;3745;43471;1409;9605;14;0;2;58246;4694;29655;2312;44288;6;0;1;80956;139202
"1";"Nord-ovest";83;3375;39895;1151;9703;17;0;1;54142;4623;25577;2043;45046;3;0;2;77294;131436
"1";"Nord-ovest";84;2941;35497;995;9744;15;0;0;49192;4341;21492;1869;44871;1;0;0;72574;121766
"1";"Nord-ovest";85;2333;28797;762;8993;13;0;1;40899;3916;16194;1446;41710;1;0;0;63267;104166
"1";"Nord-ovest";86;1840;23029;554;8257;6;0;0;33686;3450;12084;1218;38229;1;0;0;54982;88668
"1";"Nord-ovest";87;1719;19960;508;8023;5;0;0;30215;3458;9881;1045;38316;0;0;0;52700;82915
"1";"Nord-ovest";88;1418;15944;374;7282;9;0;0;25027;3073;7232;803;35220;1;0;0;46329;71356
"1";"Nord-ovest";89;1082;12432;263;6392;5;0;0;20174;2829;5323;670;31698;1;0;0;40521;60695
"1";"Nord-ovest";90;897;9720;197;5764;2;0;0;16580;2618;3847;545;29098;0;0;0;36108;52688
"1";"Nord-ovest";91;690;7420;128;4921;5;0;0;13164;2318;2751;425;25264;0;0;1;30759;43923
"1";"Nord-ovest";92;533;5627;115;4262;2;0;1;10540;2141;1884;370;22543;0;0;0;26938;37478
"1";"Nord-ovest";93;368;3696;77;3192;0;0;0;7333;1745;1147;247;17784;0;0;0;20923;28256
"1";"Nord-ovest";94;265;2402;48;2407;1;0;0;5123;1345;757;192;13695;1;0;1;15991;21114
"1";"Nord-ovest";95;173;1528;25;1859;0;0;0;3585;1071;464;152;10508;0;0;0;12195;15780
"1";"Nord-ovest";96;132;888;12;1329;0;0;0;2361;746;235;105;7899;0;0;0;8985;11346
"1";"Nord-ovest";97;80;526;13;900;0;0;0;1519;553;171;58;5621;0;0;0;6403;7922
"1";"Nord-ovest";98;57;260;11;573;1;0;0;902;431;99;54;3944;0;0;0;4528;5430
"1";"Nord-ovest";99;39;144;3;375;0;0;0;561;293;55;29;2668;0;0;0;3045;3606
"1";"Nord-ovest";100;41;159;7;514;0;0;0;721;463;69;53;4088;0;0;0;4673;5394
"1";"Nord-ovest";999;3756385;3487300;292149;215523;8201;206;147;7759911;3168598;3522310;407328;995829;4405;202;43;8098715;15858626
"4";"Sud";0;50052;0;0;0;0;0;0;50052;46869;0;0;0;0;0;0;46869;96921
"4";"Sud";1;49444;0;0;0;0;0;0;49444;46967;0;0;0;0;0;0;46967;96411
"4";"Sud";2;51305;0;0;0;0;0;0;51305;48252;0;0;0;0;0;0;48252;99557
"4";"Sud";3;53088;0;0;0;0;0;0;53088;50443;0;0;0;0;0;0;50443;103531
"4";"Sud";4;55129;0;0;0;0;0;0;55129;51674;0;0;0;0;0;0;51674;106803
"4";"Sud";5;57277;0;0;0;0;0;0;57277;54517;0;0;0;0;0;0;54517;111794
"4";"Sud";6;58500;0;0;0;0;0;0;58500;55219;0;0;0;0;0;0;55219;113719
"4";"Sud";7;59215;0;0;0;0;0;0;59215;56125;0;0;0;0;0;0;56125;115340
"4";"Sud";8;60844;0;0;0;0;0;0;60844;56863;0;0;0;0;0;0;56863;117707
"4";"Sud";9;61164;0;0;0;0;0;0;61164;58363;0;0;0;0;0;0;58363;119527
"4";"Sud";10;64492;0;0;0;0;0;0;64492;60125;0;0;0;0;0;0;60125;124617
"4";"Sud";11;65730;0;0;0;0;0;0;65730;61757;0;0;0;0;0;0;61757;127487
"4";"Sud";12;67699;0;0;0;0;0;0;67699;63796;0;0;0;0;0;0;63796;131495
"4";"Sud";13;68656;0;0;0;0;0;0;68656;64784;0;0;0;0;0;0;64784;133440
"4";"Sud";14;69434;0;0;0;0;0;0;69434;66081;0;0;0;0;0;0;66081;135515
"4";"Sud";15;70530;0;0;0;0;0;0;70530;66677;0;0;0;0;0;0;66677;137207
"4";"Sud";16;71483;3;1;0;0;0;0;71487;67057;2;1;0;0;0;0;67060;138547
"4";"Sud";17;72478;1;1;0;0;0;0;72480;67749;4;0;0;0;0;0;67753;140233
"4";"Sud";18;75369;10;1;0;0;0;0;75380;70109;33;0;0;0;0;0;70142;145522
"4";"Sud";19;74617;18;1;1;0;0;0;74637;69826;151;2;0;0;0;0;69979;144616
"4";"Sud";20;73770;47;2;0;0;0;0;73819;68879;300;5;1;1;0;0;69186;143005
"4";"Sud";21;75578;111;5;1;2;0;0;75697;69675;692;6;0;3;0;0;70376;146073
"4";"Sud";22;76919;247;7;2;4;0;0;77179;70076;1182;10;1;2;1;0;71272;148451
"4";"Sud";23;76609;478;20;3;4;0;0;77114;68320;1937;10;4;4;1;0;70276;147390
"4";"Sud";24;76158;916;30;1;2;0;0;77107;67090;3219;22;6;5;1;0;70343;147450
"4";"Sud";25;74136;1501;22;6;5;0;0;75670;65004;4879;30;6;6;0;0;69925;145595
"4";"Sud";26;73005;2438;25;1;5;2;0;75476;63088;7119;65;14;12;1;0;70299;145775
"4";"Sud";27;70183;3919;37;6;15;0;0;74160;60337;10241;87;11;14;0;0;70690;144850
"4";"Sud";28;69083;5868;51;11;18;0;0;75031;57101;13915;159;21;15;2;0;71213;146244
"4";"Sud";29;67580;8618;71;14;26;1;0;76310;54433;18366;242;29;26;1;0;73097;149407
"4";"Sud";30;66648;12179;113;7;30;1;0;78978;52154;24140;280;39;28;2;0;76643;155621
"4";"Sud";31;62118;15720;138;26;30;1;0;78033;46945;28616;407;65;26;2;0;76061;154094
"4";"Sud";32;58595;20153;213;38;28;2;0;79029;42759;32898;549;91;37;4;0;76338;155367
"4";"Sud";33;54365;23774;303;38;43;1;0;78524;38670;37271;737;132;29;4;0;76843;155367
"4";"Sud";34;51309;28444;385;52;45;0;0;80235;35716;42131;923;151;45;1;0;78967;159202
"4";"Sud";35;46852;31554;502;48;45;0;0;79001;31681;44317;1078;198;37;3;0;77314;156315
"4";"Sud";36;43140;34887;627;71;42;1;0;78768;28642;46866;1364;269;42;3;0;77186;155954
"4";"Sud";37;40537;38849;769;69;52;1;0;80277;26899;50194;1604;285;33;1;0;79016;159293
"4";"Sud";38;38426;42191;939;91;40;1;0;81688;25561;53725;1849;383;37;1;0;81556;163244
"4";"Sud";39;36143;45111;1027;88;43;2;0;82414;23439;56095;2065;367;30;2;0;81998;164412
"4";"Sud";40;34709;48577;1279;93;48;6;0;84712;22475;59725;2268;546;26;2;0;85042;169754
"4";"Sud";41;32308;50193;1377;184;51;2;1;84116;21014;61098;2583;635;17;1;0;85348;169464
"4";"Sud";42;31138;53633;1663;187;41;1;1;86664;19716;63087;2904;755;25;1;0;86488;173152
"4";"Sud";43;30127;56852;1816;226;63;3;1;89088;19174;66571;3316;890;37;3;0;89991;179079
"4";"Sud";44;29359;60167;2089;242;38;0;0;91895;18490;69323;3673;1047;27;2;0;92562;184457
"4";"Sud";45;28459;62661;2393;290;58;3;0;93864;18217;72195;3874;1242;36;0;0;95564;189428
"4";"Sud";46;27961;66700;2711;326;49;2;1;97750;18262;75328;4256;1541;21;0;0;99408;197158
"4";"Sud";47;27063;69709;3014;399;57;0;1;100243;17629;78053;4703;1776;16;0;0;102177;202420
"4";"Sud";48;25947;72950;3157;466;51;2;0;102573;17208;81771;4904;2063;28;0;1;105975;208548
"4";"Sud";49;23860;72432;3486;527;48;0;0;100353;16160;80908;5081;2300;35;1;0;104485;204838
"4";"Sud";50;22343;73978;3493;598;46;2;0;100460;15468;81517;5174;2546;10;1;0;104716;205176
"4";"Sud";51;21312;75452;3863;628;45;1;0;101301;14977;83122;5343;3141;22;1;0;106606;207907
"4";"Sud";52;19561;76065;3742;722;48;1;0;100139;14190;82358;5356;3371;14;0;0;105289;205428
"4";"Sud";53;18811;79323;3996;853;48;0;0;103031;14103;85139;5593;3956;13;1;0;108805;211836
"4";"Sud";54;17489;80090;4051;952;43;1;1;102627;13621;85016;5491;4424;17;1;0;108570;211197
"4";"Sud";55;16415;82094;4187;1050;41;1;1;103789;13286;86220;5637;4935;31;1;0;110110;213899
"4";"Sud";56;15261;83539;4152;1304;42;1;2;104301;12873;86771;5396;5588;12;1;0;110641;214942
"4";"Sud";57;14157;84274;4268;1396;45;0;0;104140;12262;86616;5400;6277;13;0;0;110568;214708
"4";"Sud";58;13563;86804;4273;1659;46;1;0;106346;12217;87453;5458;7437;14;0;0;112579;218925
"4";"Sud";59;11737;81298;3952;1749;32;1;0;98769;11012;82313;4973;7620;9;0;0;105927;204696
"4";"Sud";60;10694;79981;3725;1753;35;0;1;96189;10522;80048;4587;8485;9;0;0;103651;199840
"4";"Sud";61;9684;78886;3480;1962;30;0;0;94042;9884;78368;4422;9375;8;0;0;102057;196099
"4";"Sud";62;8939;76844;3471;2104;33;0;0;91391;9402;74890;4230;10247;12;1;0;98782;190173
"4";"Sud";63;8135;75535;3159;2366;25;1;0;89221;9066;72551;3933;10969;10;0;0;96529;185750
"4";"Sud";64;7292;71157;2830;2395;20;0;0;83694;8287;68092;3699;11530;6;0;0;91614;175308
"4";"Sud";65;6813;71358;2897;2723;24;0;0;83815;7854;66982;3513;12659;2;0;1;91011;174826
"4";"Sud";66;5966;69348;2568;2834;11;0;1;80728;7233;64172;3165;13587;2;0;0;88159;168887
"4";"Sud";67;5638;69295;2413;3016;14;1;2;80379;7019;62565;3079;14904;3;0;0;87570;167949
"4";"Sud";68;5246;67606;2196;3341;14;0;0;78403;6693;60578;2817;16026;3;3;0;86120;164523
"4";"Sud";69;4618;63171;2062;3448;18;0;0;73317;6204;55142;2603;16403;3;0;0;80355;153672
"4";"Sud";70;4192;60407;1784;3551;18;0;0;69952;5932;51821;2458;17362;6;0;0;77579;147531
"4";"Sud";71;3788;60486;1679;3982;10;0;0;69945;5703;50965;2300;19057;2;1;1;78029;147974
"4";"Sud";72;3589;61433;1636;4275;7;0;0;70940;5830;50364;2203;21021;3;1;1;79423;150363
"4";"Sud";73;3425;60412;1495;4721;17;0;1;70071;5658;48411;2063;22920;0;0;0;79052;149123
"4";"Sud";74;3255;60578;1351;5299;8;0;0;70491;5716;47682;1929;25885;2;0;0;81214;151705
"4";"Sud";75;2980;56124;1236;5518;4;0;0;65862;5350;42688;1653;26858;1;0;0;76550;142412
"4";"Sud";76;2687;53195;1089;5911;11;0;1;62894;4928;39536;1554;28213;1;0;0;74232;137126
"4";"Sud";77;1937;41573;842;5156;10;0;0;49518;4231;29791;1193;24083;0;0;0;59298;108816
"4";"Sud";78;1784;36648;673;5007;4;0;1;44117;3679;25264;975;23898;0;0;0;53816;97933
"4";"Sud";79;1669;35444;593;5396;4;0;1;43107;3937;24014;906;25901;1;0;0;54759;97866
"4";"Sud";80;1524;33123;538;5735;5;0;0;40925;3650;21449;846;26785;0;0;0;52730;93655
"4";"Sud";81;1400;30167;481;5796;1;0;0;37845;3488;18943;731;26974;1;0;0;50137;87982
"4";"Sud";82;1473;31246;438;6747;3;0;1;39908;3722;18508;742;30979;0;1;0;53952;93860
"4";"Sud";83;1238;28457;412;6947;1;0;0;37055;3549;16380;635;31621;1;0;0;52186;89241
"4";"Sud";84;961;23951;332;6644;2;0;1;31891;3303;13111;497;29873;0;0;0;46784;78675
"4";"Sud";85;958;20726;249;6439;0;0;0;28372;2946;10607;464;28774;0;0;0;42791;71163
"4";"Sud";86;820;16831;194;6168;0;0;0;24013;2620;8234;372;26933;0;0;0;38159;62172
"4";"Sud";87;688;14772;165;6129;0;0;0;21754;2505;6802;340;26002;0;0;0;35649;57403
"4";"Sud";88;609;11835;98;5644;0;0;0;18186;2312;5036;260;23870;0;0;0;31478;49664
"4";"Sud";89;475;9664;90;5261;1;0;0;15491;2068;3972;255;21886;0;0;0;28181;43672
"4";"Sud";90;353;7288;52;4606;0;0;0;12299;1721;2866;194;19002;0;0;0;23783;36082
"4";"Sud";91;289;5524;48;4000;1;0;0;9862;1524;2063;171;16559;1;0;0;20318;30180
"4";"Sud";92;263;4176;38;3652;0;0;0;8129;1346;1496;130;14895;0;0;0;17867;25996
"4";"Sud";93;172;2791;28;2685;0;0;0;5676;1116;926;97;11057;0;0;0;13196;18872
"4";"Sud";94;101;1773;26;2067;0;0;0;3967;842;665;65;8641;0;0;0;10213;14180
"4";"Sud";95;108;1197;11;1559;0;0;0;2875;658;378;46;6754;0;0;0;7836;10711
"4";"Sud";96;63;689;6;1154;0;0;0;1912;477;273;34;4840;0;0;0;5624;7536
"4";"Sud";97;42;429;6;771;0;0;0;1248;355;167;33;3436;0;0;0;3991;5239
"4";"Sud";98;33;267;3;549;0;0;0;852;259;122;16;2364;0;0;0;2761;3613
"4";"Sud";99;31;197;1;356;0;0;0;585;176;103;7;1763;0;0;0;2049;2634
"4";"Sud";100;83;268;4;527;0;0;0;882;327;194;15;2735;0;0;0;3271;4153
"4";"Sud";999;3063255;3228680;112651;172619;1750;43;19;6579017;2674168;3259096;162110;789289;932;53;4;6885652;13464669
