"Popolazione residente per età, sesso e stato civile al 1° gennaio 2023"
"Codice ripartizione";"Ripartizione";"Età";"Celibi";"Coniugati";"Divorziati";"Vedovi";"Uniti civilmente";"Maschi già in unione civile (per scioglimento unione)";"Maschi già in unione civile (per decesso del partner)";"Totale maschi";"Nubili";"Coniugate";"Divorziate";"Vedove";"Unite civilmente";"Femmine già in unione civile (per scioglimento unione)";"Femmine già in unione civile (per decesso del partner)";"Totale femmine";"Totale"
"5";"Isole";38;19156;18651;532;33;26;1;0;38399;13256;23521;1061;149;18;2;0;38007;76406
"5";"Isole";39;17927;19625;602;46;31;2;0;38233;12372;24495;1098;174;13;2;0;38154;76387
"5";"Isole";40;17555;21575;690;43;37;1;0;39901;11926;26086;1325;246;23;1;1;39608;79509
"5";"Isole";41;16708;22225;792;59;33;2;0;39819;11160;27122;1442;296;35;1;0;40056;79875
"5";"Isole";42;16165;24400;933;70;31;2;0;41601;10838;28554;1637;338;19;2;0;41388;82989
"5";"Isole";43;15587;24912;1121;93;38;0;0;41751;10496;29568;1822;381;20;2;0;42289;84040
"5";"Isole";44;15734;26732;1238;124;28;2;0;43858;10294;31165;2063;451;28;0;0;44001;87859
"5";"Isole";45;14990;27938;1406;121;34;4;0;44493;10025;32105;2134;519;22;0;0;44805;89298
"5";"Isole";46;15031;29636;1643;129;19;2;0;46460;9967;34024;2398;607;13;1;0;47010;93470
"5";"Isole";47;14792;31246;1785;178;47;3;0;48051;9804;35277;2665;724;22;0;0;48492;96543
"5";"Isole";48;14534;32966;2023;196;32;0;0;49751;9748;36882;2779;915;17;3;0;50344;100095
"5";"Isole";49;13461;33179;2071;230;40;1;0;48982;8985;36803;2990;1062;19;1;0;49860;98842
"5";"Isole";50;12802;33618;2173;261;36;1;0;48891;8558;37198;3081;1161;13;0;0;50011;98902
"5";"Isole";51;11737;34578;2305;307;32;1;0;48960;8432;38529;3163;1285;17;1;0;51427;100387
"5";"Isole";52;10946;34787;2426;300;25;0;1;48485;8014;38019;3252;1513;22;1;0;50821;99306
"5";"Isole";53;10643;36489;2600;396;28;0;0;50156;7695;39270;3354;1775;8;2;0;52104;102260
"5";"Isole";54;9680;36399;2546;452;29;0;0;49106;7428;38790;3399;1969;8;0;0;51594;100700
"5";"Isole";55;9368;37481;2580;525;33;0;0;49987;7167;39499;3231;2248;12;1;0;52158;102145
"5";"Isole";56;8651;37714;2627;547;35;0;1;49575;7061;39395;3305;2443;9;0;0;52213;101788
"5";"Isole";57;7934;37875;2610;567;21;0;0;49007;6815;39057;3223;2841;3;3;0;51942;100949
"5";"Isole";58;7721;39199;2736;692;20;1;1;50370;6517;40023;3250;3236;10;0;1;53037;103407
"5";"Isole";59;6624;37432;2509;739;21;1;3;47329;6155;38144;2852;3487;6;0;0;50644;97973
"5";"Isole";60;6062;37194;2508;818;24;2;0;46608;5848;37648;2799;3951;7;0;1;50254;96862
"5";"Isole";61;5772;36228;2244;920;14;0;0;45178;5436;36762;2665;4227;3;0;0;49093;94271
"5";"Isole";62;5268;36422;2188;987;13;1;0;44879;5300;36011;2452;4784;3;0;0;48550;93429
"5";"Isole";63;4876;34937;2002;1095;18;1;0;42929;4851;33977;2384;5159;1;0;0;46372;89301
"5";"Isole";64;4485;33936;1795;1129;8;0;0;41353;4505;32771;2206;5629;3;0;0;45114;86467
"5";"Isole";65;4165;33849;1749;1196;23;2;1;40985;4491;32377;2090;6216;5;0;0;45179;86164
"5";"Isole";66;3802;33074;1613;1266;17;1;0;39773;4190;31383;1847;6653;5;0;0;44078;83851
"5";"Isole";67;3583;32918;1576;1449;15;1;0;39542;4021;30102;1743;7233;7;1;0;43107;82649
"5";"Isole";68;3282;32419;1488;1617;14;0;0;38820;3965;29593;1785;7878;1;0;0;43222;82042
"5";"Isole";69;2947;30087;1344;1581;14;0;0;35973;3694;26519;1650;7983;0;0;0;39846;75819
"5";"Isole";70;2828;29330;1176;1697;6;1;0;35038;3552;25839;1462;8632;2;0;0;39487;74525
"5";"Isole";71;2610;28786;1108;1802;9;0;0;34315;3421;24546;1332;9285;1;0;0;38585;72900
"5";"Isole";72;2459;29053;1051;2112;7;0;0;34682;3532;24020;1413;10431;1;0;0;39397;74079
"5";"Isole";73;2268;28563;910;2159;3;0;2;33905;3215;23184;1141;11545;1;0;0;39086;72991
"5";"Isole";74;2243;28732;906;2441;8;0;0;34330;3394;22646;1148;12649;1;0;0;39838;74168
"5";"Isole";75;2016;27568;838;2506;4;0;1;32933;3188;20696;1058;13669;1;0;0;38612;71545
"5";"Isole";76;1744;24572;718;2536;5;0;0;29575;2935;17785;912;13523;3;0;0;35158;64733
"5";"Isole";77;1453;20681;487;2359;2;0;1;24983;2641;14495;715;12448;0;0;0;30299;55282
"5";"Isole";78;1356;18978;475;2372;4;0;0;23185;2500;12915;648;12903;1;0;0;28967;52152
"5";"Isole";79;1167;17142;421;2468;3;0;0;21201;2351;11357;563;13118;1;0;0;27390;48591
"5";"Isole";80;1115;16345;346;2636;1;0;0;20443;2253;10206;500;13878;0;0;0;26837;47280
"5";"Isole";81;999;15124;297;2616;0;0;0;19036;2308;8872;489;14207;0;0;0;25876;44912
"5";"Isole";82;1102;15756;325;3163;0;0;0;20346;2457;8755;499;16776;0;0;0;28487;48833
"5";"Isole";83;944;14248;257;3121;2;0;0;18572;2225;7207;407;16153;1;0;0;25993;44565
"5";"Isole";84;785;12122;208;2982;0;0;0;16097;2070;5787;344;15559;0;0;0;23760;39857
"5";"Isole";85;683;9790;152;2813;1;0;0;13439;1889;4443;279;13893;0;0;0;20504;33943
"5";"Isole";86;557;8633;121;2686;0;0;0;11997;1801;3415;245;13273;0;0;0;18734;30731
"5";"Isole";87;464;7077;98;2641;2;0;0;10282;1645;2702;186;12725;0;0;0;17258;27540
"5";"Isole";88;455;6172;77;2736;1;0;0;9441;1461;2061;194;12114;1;0;0;15831;25272
"5";"Isole";89;380;5006;59;2475;0;0;0;7920;1322;1546;152;10907;0;0;0;13927;21847
"5";"Isole";90;296;3610;49;2072;0;0;0;6027;1180;1031;111;9255;0;0;0;11577;17604
"5";"Isole";91;219;2834;22;1913;0;0;1;4989;1013;732;99;8044;0;0;0;9888;14877
"5";"Isole";92;209;2224;25;1604;1;0;0;4063;919;501;87;7348;0;0;0;8855;12918
"5";"Isole";93;135;1366;14;1186;0;0;0;2701;727;327;43;5325;1;0;0;6423;9124
"5";"Isole";94;99;917;9;916;0;0;0;1941;587;223;64;4266;0;0;0;5140;7081
"5";"Isole";95;75;619;11;676;0;0;0;1381;386;128;28;3159;0;0;0;3701;5082
"5";"Isole";96;49;345;6;548;0;0;0;948;354;85;23;2429;0;0;0;2891;3839
"5";"Isole";97;38;206;3;346;0;0;0;593;252;42;16;1671;0;0;0;1981;2574
"5";"Isole";98;17;133;0;296;0;0;0;446;168;37;11;1247;0;0;0;1463;1909
"5";"Isole";99;18;71;1;163;0;0;0;253;102;28;7;783;0;0;0;920;1173
"5";"Isole";100;38;127;3;257;0;0;0;425;217;55;11;1233;0;0;0;1516;1941
"5";"Isole";999;1467439;1502080;70404;78567;1094;44;14;3119642;1281489;1504443;95321;390575;649;39;4;3272520;6392162
"2";"Nord-est";0;39929;0;0;0;0;0;0;39929;37872;0;0;0;0;0;0;37872;77801
"2";"Nord-est";1;41171;0;0;0;0;0;0;41171;38959;0;0;0;0;0;0;38959;80130
"2";"Nord-est";2;41686;0;0;0;0;0;0;41686;39060;0;0;0;0;0;0;39060;80746
"2";"Nord-est";3;42799;0;0;0;0;0;0;42799;40563;0;0;0;0;0;0;40563;83362
"2";"Nord-est";4;45186;0;0;0;0;0;0;45186;42391;0;0;0;0;0;0;42391;87577
"2";"Nord-est";5;46873;0;0;0;0;0;0;46873;43828;0;0;0;0;0;0;43828;90701
"2";"Nord-est";6;48272;0;0;0;0;0;0;48272;45731;0;0;0;0;0;0;45731;94003
"2";"Nord-est";7;49383;0;0;0;0;0;0;49383;46976;0;0;0;0;0;0;46976;96359
"2";"Nord-est";8;50909;0;0;0;0;0;0;50909;48370;0;0;0;0;0;0;48370;99279
"2";"Nord-est";9;52063;0;0;0;0;0;0;52063;49209;0;0;0;0;0;0;49209;101272
"2";"Nord-est";10;54153;0;0;0;0;0;0;54153;50971;0;0;0;0;0;0;50971;105124
"2";"Nord-est";11;54926;0;0;0;0;0;0;54926;51959;0;0;0;0;0;0;51959;106885
"2";"Nord-est";12;56950;0;0;0;0;0;0;56950;53187;0;0;0;0;0;0;53187;110137
"2";"Nord-est";13;57447;0;0;0;0;0;0;57447;54127;0;0;0;0;0;0;54127;111574
"2";"Nord-est";14;58054;0;0;0;0;0;0;58054;54597;0;0;0;0;0;0;54597;112651
"2";"Nord-est";15;57757;0;0;0;0;0;0;57757;54355;0;0;0;0;0;0;54355;112112
"2";"Nord-est";16;57510;1;1;0;0;0;0;57512;54102;0;0;0;0;0;0;54102;111614
"2";"Nord-est";17;57623;1;0;0;0;0;0;57624;53259;3;0;0;0;0;0;53262;110886
"2";"Nord-est";18;58217;4;1;0;0;0;0;58222;53922;36;0;0;0;0;0;53958;112180
"2";"Nord-est";19;57416;10;0;2;0;0;0;57428;52451;165;0;0;1;0;0;52617;110045
"2";"Nord-est";20;57417;40;0;0;0;0;0;57457;51989;426;2;1;0;0;0;52418;109875
"2";"Nord-est";21;58063;108;36;0;1;0;0;58208;51848;887;22;0;1;0;0;52758;110966
"2";"Nord-est";22;59746;243;41;1;3;1;0;60035;52991;1719;47;0;6;0;0;54763;114798
"2";"Nord-est";23;58924;487;41;3;2;0;0;59457;51708;2427;72;2;5;0;0;54214;113671
"2";"Nord-est";24;60081;935;74;2;11;0;0;61103;50560;3570;88;4;10;0;0;54232;115335
"2";"Nord-est";25;59055;1477;72;2;14;1;1;60622;50070;4768;81;2;19;2;0;54942;115564
"2";"Nord-est";26;58166;2334;93;4;14;1;0;60612;48590;6385;134;14;17;5;0;55145;115757
"2";"Nord-est";27;56366;3575;83;2;37;1;0;60064;45595;8570;200;13;27;4;0;54409;114473
"2";"Nord-est";28;55162;4740;133;4;26;0;0;60065;44576;10843;244;15;30;4;0;55712;115777
"2";"Nord-est";29;53535;6630;169;2;41;3;0;60380;42657;13511;328;18;38;2;0;56554;116934
"2";"Nord-est";30;53716;9187;226;5;44;1;1;63180;41866;16898;476;42;55;3;1;59341;122521
"2";"Nord-est";31;50745;11510;294;61;46;2;1;62659;39153;19741;586;72;62;1;1;59616;122275
"2";"Nord-est";32;49153;14233;364;42;84;5;0;63881;36972;22650;720;109;62;5;0;60518;124399
"2";"Nord-est";33;45427;16656;459;43;77;1;2;62665;34513;25192;991;74;98;8;0;60876;123541
"2";"Nord-est";34;43725;19333;588;49;82;4;1;63782;32440;27968;1213;125;90;6;1;61843;125625
"2";"Nord-est";35;39779;21407;661;67;85;7;1;62007;29766;29363;1408;129;110;6;0;60782;122789
"2";"Nord-est";36;37922;23368;865;58;120;7;1;62341;27896;31755;1799;258;97;3;0;61808;124149
"2";"Nord-est";37;37347;25984;1028;61;85;3;0;64508;27493;34207;2115;296;102;8;1;64222;128730
"2";"Nord-est";38;35781;28316;1137;66;90;5;0;65395;26291;35778;2423;300;82;4;0;64878;130273
"2";"Nord-est";39;34784;30479;1387;68;107;3;0;66828;25539;37193;2663;389;94;5;0;65883;132711
"2";"Nord-est";40;33867;33050;1613;84;83;4;0;68701;25277;39720;3127;431;91;4;0;68650;137351
"2";"Nord-est";41;32601;34890;1948;211;88;3;0;69741;24158;40661;3390;578;77;8;0;68872;138613
"2";"Nord-est";42;32707;36940;2273;223;101;7;1;72252;23428;42492;3931;680;77;4;1;70613;142865
"2";"Nord-est";43;32428;38687;2623;229;94;4;1;74066;23696;44990;4381;744;74;5;0;73890;147956
"2";"Nord-est";44;33945;41846;3033;272;107;3;2;79208;24869;47719;5032;865;68;7;0;78560;157768
"2";"Nord-est";45;33678;44039;3437;252;113;5;0;81524;24552;50473;5713;994;69;4;0;81805;163329
"2";"Nord-est";46;33898;47200;3931;305;125;3;1;85463;24346;53181;6390;1178;82;2;0;85179;170642
"2";"Nord-est";47;33968;50620;4684;347;142;4;2;89767;24271;56824;7098;1321;80;2;0;89596;179363
"2";"Nord-est";48;34828;54439;5150;392;144;1;1;94955;24763;59997;7794;1628;80;4;1;94267;189222
"2";"Nord-est";49;32689;55236;5760;408;116;5;0;94214;23539;60791;8294;1623;88;4;0;94339;188553
"2";"Nord-est";50;31372;57636;6054;497;136;3;1;95699;22274;61913;8660;1871;78;2;0;94798;190497
"2";"Nord-est";51;30184;59032;6520;498;139;2;1;96376;21282;63436;9193;2250;74;2;1;96238;192614
"2";"Nord-est";52;27967;59714;6908;551;143;4;0;95287;20011;63608;9717;2453;60;1;0;95850;191137
"2";"Nord-est";53;27017;62423;7576;589;136;1;1;97743;19217;65404;9846;2753;69;2;0;97291;195034
"2";"Nord-est";54;25122;62897;7480;670;126;3;1;96299;17998;65332;10086;3120;50;3;2;96591;192890
